"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_zeta_trefle","G_pq_zeta_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_zeta_trefle_nrmlz","G_pq_zeta_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz"
"15167","Carnivore protoparvovirus 1","Neovison vison",0,5.27159361695726,0,-0.720802595053101,5.42190320383693e+39,2.83508046445697e-15,5.42190320383693e+39,5.27159361695726,0,0.000181793505261877,0,-1.8970768714599e-05,0.0905646988435235,1.58708806228881e-18,0.0905646988435235,0.000181793505261879
"15228","Carnivore protoparvovirus 1","Prionailurus bengalensis",0,5.61046601165229,0,-1.61427683068905,4.18413688994136e+39,0.695366634490318,4.18413688994136e+39,6.3058326461426,0,0.000193479554532376,0,-4.16965527274549e-05,0.0698896832185153,2.39801936260419e-05,0.0698896832185153,0.000217459748158418
"15303","Carnivore protoparvovirus 1","Vulpes lagopus",0,7.57912920402699,0,-12.4144153186935,7.67118863252657e+39,10.448571097801,7.67118863252657e+39,18.027700301828,0,0.000261355907881525,0,-0.000329069766076717,0.128135612562206,0.000360338226343407,0.128135612562206,0.000621694134224932
"15304","Carnivore protoparvovirus 1","Vulpes macrotis",0,5.27159361695729,0,-0.72080259489303,2.44750943298522e-08,3.24883970288473e-17,2.44750943298522e-08,5.27159361695729,0,0.000181793505261878,0,-1.89707687132668e-05,2.59233377637422e-48,1.8417824898499e-18,2.59233377637422e-48,0.00018179350526188
"15432","Catu orthobunyavirus","Hylaeamys laticeps",0,1.75766198456831,0,-0.170324104779866,3.07751117453336e+38,-2.17418420187483e-17,3.07751117453336e+38,1.75766198456831,0,6.06138402270558e-05,0,-1.28320971226614e-06,0.00514051730971431,2.13733618775502e-18,0.00514051730971431,6.0613840227058e-05
"15623","Caviid herpesvirus 3","Cavia porcellus",2.18497298096497e+38,2.9133081484758,-1.61188433099323e+40,-0.749281432697899,7.95071017709235e+39,-8.69957002362246e-29,8.16920747518884e+39,2.9133081484758,0.00334018448538784,0.000100466868029388,0.00206140230653773,-6.16740771741675e-06,0.13311408018263,6.78395760579501e-19,0.136454264668018,0.000100466868029388
"15662","Cercopithecine alphaherpesvirus 2","Chlorocebus pygerythrus",0,2.31596598405616,0,-0.247470387999783,9.94359157022022e+39,-8.95607308929129e-17,9.94359157022022e+39,2.31596598405616,0,7.9867228944679e-05,0,-2.55924247305472e-06,0.166092669331077,2.67648835160727e-18,0.166092669331077,7.98672289446817e-05
"15803","Cercopithecine alphaherpesvirus 9","Erythrocebus patas",0,1.82632802662383,0,-0.184931957031949,1.60157908852385e+40,2.64448514924116e-30,1.60157908852385e+40,1.82632802662383,0,6.29818225460239e-05,0,-1.49784801628527e-06,0.267519581912864,9.25257708101298e-19,0.267519581912864,6.29818225460248e-05
"16095","Cervid alphaherpesvirus 1","Capra ibex",2.01405937496439e+38,1.41111469292319,-1.74421051652388e+40,-0.00669003555958625,8.62091738139221e+39,1.95289510614927e-17,8.82232331888865e+39,1.41111469292319,0.00300602744037942,4.86629859949466e-05,-0.00183811770655495,-1.67873576817357e-07,0.144357550336133,1.66694470352208e-18,0.147363577776512,4.86629859949483e-05
"16112","Cervid alphaherpesvirus 1","Cervus elaphus",0,3.25185896168904,0,-0.816011559101753,6.28009761875807e+39,-6.59136609705105e-17,6.28009761875807e+39,3.25185896168904,0,0.000112141959759773,0,-1.64152599761991e-05,0.104899539546973,1.01211668338906e-18,0.104899539546973,0.000112141959759774
"16511","Cetacean morbillivirus","Indopacetus pacificus",0,1.1752011936438,0,-3.7626814446412e-05,1.77289340171191e+39,1.00157317513622e-18,1.77289340171191e+39,1.1752011936438,0,4.05273926452175e-05,0,-1.29758159772564e-09,0.0296135048840569,1.04620353876303e-18,0.0296135048840569,4.05273926452185e-05
"17058","Chenuda virus","Sus scrofa",0,176.977309096654,0,-148.386277750251,1.4784133202529e+40,-3.18517671266122e-18,1.4784133202529e+40,176.977309096654,0,0.00610314977030907,0,-0.0028048630413462,0.246946601739784,6.46446896318862e-19,0.246946601739784,0.00610314977030907
"17129","Chikungunya virus","Cercopithecus ascanius",0,23.6442495202684,0,-21.730821292178,2.34746025088836e+39,-1.82176458163676e-16,2.34746025088836e+39,23.6442495202684,0,0.000815383603498831,0,-3.11700165815942e-05,0.0392107757509203,2.00083510940019e-18,0.0392107757509203,0.000815383603498833
"17219","Chikungunya virus","Homo sapiens",0,2639.23958987307,0,-2653.00239254317,1.62823913427485e+40,41.9510316910967,1.62823913427485e+40,2681.19062156417,0,0.090953304764118,0,0.0133763134114955,0.271972739639629,0.00150887589440553,0.271972739639629,0.0924621806585235
"17435","Chikungunya virus","Scotophilus kuhlii",0,25.6386276174174,0,-110.683203306951,7.80838336183665e+39,42.671846594322,7.80838336183665e+39,68.3104742117394,0,0.000882368642080431,0,-0.000738629546712222,0.130427243171563,0.0014733517444658,0.130427243171563,0.00235572038654623
"18216","Corriparta virus","Bos taurus",3.13470521133448e+38,241.382327632211,-6.42212349045826e+39,-177.318595610879,3.05456908936363e+39,-1.50220360343283e-17,3.36803961049708e+39,241.382327632211,0.00519037265794909,0.00832418859211284,-0.00289838650276408,-0.00368036153539819,0.0510676388834351,1.20163256890085e-18,0.0562580115413842,0.00832418859211284
"18554","Cowpox virus","Castor canadensis",0,52.6460573152171,0,-47.9802226052561,8.78689818955714e+39,-1.2824155910498e-16,8.78689818955714e+39,52.6460573152171,0,0.00181552524586961,0,-0.000428533704468492,0.146771854529382,2.00371610877714e-18,0.146771854529382,0.00181552524586962
"18621","Cowpox virus","Equus caballus",5.54692448749207e+38,117.300955712953,-3.41452753753213e+40,-902.316460765272,1.67967732549911e+40,403.561409377401,1.73514657037403e+40,520.862365090354,0.00793054762505868,0.00392719620776717,-0.0179207026777846,-0.00991842436098667,0.281899463512157,0.0140349992854851,0.289830011137216,0.0179621954932523
"18639","Cowpox virus","Felis catus",7.07223846621006e+38,111.476319296601,-3.91712945476067e+40,-895.7220515519,1.92339161608382e+40,402.381354546582,1.99411400074592e+40,513.857673843183,0.0100622217259029,0.00372759054758186,-0.0219234004478466,-0.0098539439566907,0.323024384854245,0.0139930447140539,0.333086606580148,0.0177206352616357
"18665","Cowpox virus","Homo sapiens",0,2867.66195237358,0,-4980.15390571475,1.63371883320769e+40,1080.20870952782,1.63371883320769e+40,3947.8706619014,0,0.0962484872594344,0,-0.004232578447533,0.272888040531122,0.0398957791800251,0.272888040531122,0.13614426643946
"18754","Cowpox virus","Microtus arvalis",0,52.6460573152171,0,-47.9802226052416,2.13429065156403e+39,-6.31918827031362e-18,2.13429065156403e+39,52.6460573152171,0,0.00181552524586961,0,-0.000428533704468492,0.0356500997595562,1.32507639540095e-18,0.0356500997595562,0.00181552524586962
"18771","Cowpox virus","Mus musculus",0,133.721385033397,0,-1041.07581097595,1.65958681547688e+40,470.718289409466,1.65958681547688e+40,604.439674442863,0,0.00444727736378268,0,-0.010662097415524,0.277208896023785,0.0163971228538009,0.277208896023785,0.0208444002175836
"18784","Cowpox virus","Myodes rutilus",0,52.6460573152171,0,-47.9802226052707,1.18268131393502e+40,1.23258597551671e-15,1.18268131393502e+40,52.6460573152171,0,0.00181552524586961,0,-0.000428533704468936,0.197549039511789,1.56235063823653e-18,0.197549039511789,0.00181552524586962
"18836","Cowpox virus","Panthera uncia",0,52.6460573152171,0,-47.9802226052416,9.0945273857741e+39,7.39655764657461e-16,9.0945273857741e+39,52.6460573152171,0,0.00181552524586961,0,-0.000428533704471601,0.151910335329104,1.006879572837e-18,0.151910335329104,0.00181552524586962
"18879","Cowpox virus","Rattus norvegicus",5.84938027872625e+38,72.1701930415077,-3.51978685557526e+40,-522.580135640397,1.73080255958458e+40,232.94039014442,1.78929636237184e+40,305.110583185927,0.00835322254474852,0.00244631701925003,-0.0187575177048416,-0.00472066486608202,0.290521692974476,0.00807557188953136,0.298874915519225,0.0105218889087814
"18890","Cowpox virus","Rhombomys opimus",0,52.6460573152171,0,-47.9802226052707,7.59914555665225e+39,1.33550292478309e-16,7.59914555665225e+39,52.6460573152171,0,0.00181552524586961,0,-0.000428533704468936,0.126932241859147,1.55872199480761e-18,0.126932241859147,0.00181552524586962
"18991","Crimean-Congo hemorrhagic fever orthonairovirus","Bos taurus",5.32271244624874e+38,306.179698523982,-3.81852489326508e+40,-1630.94371272638,1.8828096803134e+40,687.43641025639,1.93603680477588e+40,993.616108780372,0.00720861254489308,0.0101943385331912,-0.0170857863747926,-0.0181927046835382,0.316177076174936,0.0240710029223422,0.323385688719829,0.0342653414555334
"19007","Crimean-Congo hemorrhagic fever orthonairovirus","Capra hircus",6.62304066198026e+38,70.139792796078,-4.38173414602462e+40,-491.577113896376,2.15795280172633e+40,216.369479789651,2.22418320834614e+40,286.509272585729,0.00885414007705665,0.00238658248463236,-0.0213790384849233,-0.00609285222849376,0.36266205057375,0.00749383105594209,0.371516190650806,0.00988041354057446
"19118","Crimean-Congo hemorrhagic fever orthonairovirus","Hippotragus niger",4.50243221031724e+38,45.002287593396,-3.41297001485965e+40,-144.730769740418,1.68410866242283e+40,55.0666859465907,1.72913298452601e+40,100.068973539987,0.00617490163911272,0.00154925662755893,-0.0145806574913934,-0.00143944141665253,0.282650630866116,0.00190167126818667,0.288825532505229,0.0034509278957456
"19119","Crimean-Congo hemorrhagic fever orthonairovirus","Homo sapiens",5.91742273649518e+38,2732.66264059341,-4.0865924333142e+40,-4366.76659218594,2.01388808270267e+40,828.659392345587,2.07306231006762e+40,3561.32203293899,0.00796033928840356,0.0924616726461889,-0.0191542558456206,-0.00265245558750538,0.338313389210236,0.0303522737194313,0.346273728498639,0.12281394636562
"19297","Crimean-Congo hemorrhagic fever orthonairovirus","Rattus rattus",3.55188632469356e+38,44.2600202703258,-2.87400351566812e+40,-116.619947409141,1.41934871412315e+40,39.4171668761217,1.45486757737009e+40,83.6771871464474,0.00497417972505113,0.00152466450522715,-0.0101280439081393,-0.000927377344196234,0.238039461515327,0.00136098455407706,0.243013641240378,0.00288564905930421
"19750","Deltapapillomavirus 1","Alces alces",0,2.21064372732364,0,-0.415748583633103,1.23681286643919e+40,-1.5411630510462e-18,1.23681286643919e+40,2.21064372732364,0,7.6235138987687e-05,0,-6.74493028585132e-06,0.206590897262041,2.09396694477951e-18,0.206590897262041,7.62351389876891e-05
"19905","Deltapapillomavirus 3","Ovis aries",0,104.292724868463,0,-85.3421697046142,8.31139348862556e+39,6.02696096545621e-31,8.31139348862556e+39,104.292724868463,0,0.00359658604300648,0,-0.00165935833134689,0.138829267135333,1.17081617584467e-18,0.138829267135333,0.00359658604300648
"19933","Deltapapillomavirus 4","Bos grunniens",0,6.43906806644102,0,-26.8407743986172,5.55624301605863e+39,15.414504926965,5.55624301605863e+39,21.853572993406,0,0.000221977442018999,0,-0.000559067797660351,0.0928086423775844,0.000531653798482555,0.0928086423775844,0.000753631240501554
"19936","Deltapapillomavirus 4","Bos taurus",0,247.41462173091,0,-207.025494151501,1.27910360801747e+40,16.9325436431403,1.27910360801747e+40,264.34716537405,0,0.00853156217018148,0,-0.00431605589008566,0.213654926498483,0.000584580175238499,0.213654926498483,0.00911614234541998
"19948","Deltapapillomavirus 4","Capreolus capreolus",0,4.93673397940097,0,-4.85329929016007,6.6348678616524e+39,1.90004728914789,6.6348678616524e+39,6.83678126854886,0,0.000170244562286428,0,-0.00012320040847813,0.110825440286705,6.55252109222348e-05,0.110825440286705,0.000235769773208663
"20242","Dengue virus","Artibeus jamaicensis",0,30.380348988526,0,-28.1735773118417,2.60358305267733e+39,-5.90742372081994e-18,2.60358305267733e+39,30.380348988526,0,0.00104768131517905,0,-0.000118542795729759,0.0434889200738516,6.29490406887244e-19,0.0434889200738516,0.00104768131517905
"20404","Dengue virus","Homo sapiens",0,2675.87087019428,0,-3345.25150740442,1.80589035068847e+40,367.796680145156,1.80589035068847e+40,3043.66755033943,0,0.0916281742346689,0,0.00856710462161603,0.301646690480912,0.0133342020471756,0.301646690480912,0.104962376281844
"20489","Dengue virus","Mus musculus",0,102.779150179281,0,-797.669538084083,1.83448446285892e+40,349.023172178839,1.83448446285892e+40,451.80232235812,0,0.00344212443731119,0,-0.00623223381521321,0.306422904773306,0.0121385014293593,0.306422904773306,0.0155806258666705
"20652","Dengue virus","Rousettus leschenaultii",1.80329282328585e+38,31.4960857046232,-1.57299071069756e+40,-95.1410211713228,7.77529160621762e+39,33.0338695810694,7.95562088854621e+39,64.5299552856926,0.00272056826876529,0.00108491430719224,-0.00137273238831881,-0.000520640132968264,0.130166055264933,0.00114043302004529,0.132886623533699,0.00222534732723753
"20834","Dera Ghazi Khan orthonairovirus","Ovis aries",0,104.292724868463,0,-85.3421697045851,1.78894919729868e+40,-2.21509496751305e-17,1.78894919729868e+40,104.292724868463,0,0.00359658604300648,0,-0.00165935833134467,0.298816926840495,1.85018251168735e-18,0.298816926840495,0.00359658604300648
"21113","Dobrava-Belgrade orthohantavirus","Homo sapiens",6.355737127006e+38,2616.38734004454,-4.44764439264229e+40,-2545.86053990536,2.19224257573707e+40,-2.15314096726017e-17,2.25579994700713e+40,2616.38734004454,0.00832894153723135,0.0902274075413338,-0.0186462282917716,0.0141065952678012,0.368468347479958,1.0537587299918e-18,0.37679728901719,0.0902274075413338
"21142","Dobrava-Belgrade orthohantavirus","Meriones tamariscinus",0,22.4012222838948,0,-20.6731447485363,8.30548516277183e+39,-2.01967635650189e-16,8.30548516277183e+39,22.4012222838948,0,0.000772517196325593,0,-1.84650212924353e-05,0.138730577481259,1.43936160185863e-18,0.138730577481259,0.000772517196325594
"21287","Dolphin rhabdovirus","Ursus maritimus",0,3.03735083708641,0,-0.433425635405001,5.83144705632942e+39,-6.7762635780344e-18,5.83144705632942e+39,3.03735083708641,0,0.000104744541310592,0,-1.31615847966948e-05,0.0974055099516876,1.50304778516066e-18,0.0974055099516876,0.000104744541310594
"21306","Dugbe orthonairovirus","Bos taurus",5.4533235916623e+38,244.169554496301,-3.92630102662501e+40,-179.108509244557,1.93605051496445e+40,0.238658213408973,1.99058375088107e+40,244.40821270971,0.00732813810971161,0.00842029949502986,-0.0168589826075305,-0.00372499671720483,0.325168793583534,8.23823602055033e-06,0.332496931693246,0.00842853773105041
"21387","Dugbe orthonairovirus","Mastomys natalensis",0,4.21678757305631,0,-1.83301172585925,1.26256610462636e+40,0.240101873936061,1.26256610462636e+40,4.45688944699237,0,0.000145417941998486,0,-4.58699109917582e-05,0.210892586489942,8.28008823797254e-06,0.210892586489942,0.000153698030236459
"22178","Eastern equine encephalitis virus","Equus caballus",0,61.5757020620749,0,-207.607794081981,2.23440819181319e+40,88.5168646189014,2.23440819181319e+40,150.092566680976,0,0.00211954532144557,0,-0.00391506609672554,0.373224119607778,0.00305647085000507,0.373224119607778,0.00517601617145064
"22400","Eastern equine encephalitis virus","Phoca vitulina",0,6.98711345187223,0,-3.3557527159137,7.3517718137617e+39,0.115155385197152,7.3517718137617e+39,7.10226883706938,0,0.000240953997627735,0,-8.06323481330473e-05,0.122800237342573,3.97124529117778e-06,0.122800237342573,0.000244925242918913
"22464","Eastern equine encephalitis virus","Sciurus carolinensis",3.89424330000062e+38,6.37360770967686,-3.0915706898204e+40,-3.07658236175484,1.52643161765695e+40,1.81544082553315e-15,1.56537405065696e+40,6.37360770967686,0.00539152264639386,0.000219797004643743,-0.00917049204308285,-7.380520447553e-05,0.256080554861167,1.56774367497813e-18,0.261472077507561,0.000219797004643744
"22480","Eastern equine encephalitis virus","Sturnira lilium",0,7.08085442065401,0,-22.3750157670293,1.10519227769686e+40,9.79920022626534,1.10519227769686e+40,16.8800546469193,0,0.000244133578364845,0,-0.000373355420202781,0.184605667107764,0.000337983429555569,0.184605667107764,0.000582117007920415
"22485","Eastern equine encephalitis virus","Sus scrofa",0,187.865859377647,0,-322.744487083517,2.11346032570157e+40,90.6529077817436,2.11346032570157e+40,278.518767159391,0,0.00647239187111266,0,-0.00608706491650235,0.353021606471037,0.00313246514977952,0.353021606471037,0.00960485702089218
"22625","Ectromelia virus","Mus musculus",7.28489429390027e+38,69.0256486017438,-5.08390845810972e+40,-55.1861357557937,2.50576907887576e+40,-2.82445130997078e-17,2.57861802181477e+40,69.0256486017438,0.00917448946642113,0.00238038352803236,-0.0206000558732597,-0.00097970394718061,0.421544680165513,6.92613990930135e-19,0.430719169631934,0.00238038352803236
"22821","Entebbe bat virus","Chaerephon pumilus",0,1.80360142579635,0,-0.000147870508953929,1.58509265306506e+39,1.15681460312509e-16,1.58509265306506e+39,1.80360142579635,0,6.21980845101811e-05,0,-5.09938891113393e-09,0.0264765772030622,1.07001947842236e-18,0.0264765772030622,6.21980845101822e-05
"22852","Entebbe bat virus","Mops condylurus",0,1.60046253378801,0,-0.00011533145152498,5.70589534393947e+38,-5.46539848283928e-17,5.70589534393947e+38,1.60046253378801,0,5.51927396530929e-05,0,-3.97726163114953e-09,0.00953083583437729,1.14396273629083e-18,0.00953083583437729,5.5192739653094e-05
"22864","Entebbe bat virus","Pipistrellus pipistrellus",0,1.81320249302705,0,-0.000153622284415178,1.05135281026973e+39,4.31840614076883e-17,1.05135281026973e+39,1.81320249302705,0,6.2529182047842e-05,0,-5.29774091262425e-09,0.017561259775532,1.06700019417064e-18,0.017561259775532,6.25291820478431e-05
"22983","Enterovirus A","Homo sapiens",0,2595.33282789901,0,-2525.82642685894,1.32164299361509e+40,1.36923065562272e-17,1.32164299361509e+40,2595.33282789901,0,0.0895013323081818,0,0.0141221150290822,0.220760487960573,9.4730793205704e-19,0.220760487960573,0.0895013323081818
"23227","Enterovirus B","Homo sapiens",5.79173881807045e+38,2642.72549108181,-3.9740446717502e+40,-3704.29021470355,1.95823673192639e+40,557.337855571116,2.01615412010709e+40,3200.06334665292,0.00785542115512422,0.0900758994891381,-0.0186413955317306,0.00480343154413454,0.328912654269779,0.0202798629461068,0.336768075424904,0.110355762435245
"23361","Enterovirus B","Sus scrofa",5.83554540145883e+38,216.259574121448,-3.99212685145228e+40,-1342.59930651099,1.96706020334492e+40,565.448253729123,2.02541565735951e+40,781.707827850571,0.00791238709991632,0.00718743726379336,-0.0188496735845263,-0.011839549789928,0.330402688152464,0.019770142633579,0.338315075252381,0.0269575798973724
"23432","Enterovirus C","Homo sapiens",1.11983150113937e+39,2621.81029343918,-7.31011858720352e+40,-2744.81024581748,3.59947688255945e+40,99.5310501587905,3.71146003267339e+40,2721.34134359797,0.0125242343398431,0.0902620177642927,-0.0339994458071828,0.0135475692976357,0.607419072451343,0.00358478034156977,0.619943306791186,0.0938467981058625
"23474","Enterovirus C","Pan troglodytes",0,36.0653753016625,0,-229.533535923707,1.65138612088705e+40,101.543722487959,1.65138612088705e+40,137.609097789621,0,0.00123363435060777,0,-0.000638201691889329,0.275839093930472,0.00351188324062474,0.275839093930472,0.00474551759123251
"23553","Enterovirus D","Homo sapiens",0,2595.33282789901,0,-2525.82642685891,1.44529213731289e+40,4.29917635441057e-18,1.44529213731289e+40,2595.33282789901,0,0.0895013323081818,0,0.0141221150290822,0.241414208693408,2.15616010098865e-18,0.241414208693408,0.0895013323081818
"23614","Enterovirus E","Bos taurus",0,241.382327632211,0,-177.318595610879,2.04992252393631e+40,-5.86099580306826e-18,2.04992252393631e+40,241.382327632211,0,0.00832418859211284,0,-0.00368036153539819,0.342408576939307,8.80390781979355e-19,0.342408576939307,0.00832418859211284
"24294","Epizootic hemorrhagic disease virus","Bos taurus",3.5201565756271e+38,247.120877508456,-1.70342906990091e+40,-183.514309006714,8.34178454344575e+39,3.10516472043223,8.69380020100846e+39,250.226042228888,0.00554727721957038,0.0085219797534324,-0.00665966276957874,-0.00383922078795607,0.139669516111028,0.000107188697312573,0.145216793330598,0.00862916845074497
"24377","Epizootic hemorrhagic disease virus","Gazella subgutturosa",0,4.33226626462107,0,-1.50744452036452,4.29496155791021e+39,-9.85139071778297e-17,4.29496155791021e+39,4.33226626462107,0,0.000149400338341678,0,-3.86746834686313e-05,0.0717408418065052,1.33573935847799e-18,0.0717408418065052,0.000149400338341679
"24464","Epizootic hemorrhagic disease virus","Odocoileus virginianus",0,4.95216468898374,0,-4.91642780278926,5.5459226036587e+39,3.15451260917117,5.5459226036587e+39,8.10667729815491,0,0.000170776005846369,0,-0.000126837479116571,0.0926362554857861,0.000108786758118944,0.0926362554857861,0.000279562763965313
"24672","Equid alphaherpesvirus 1","Diceros bicornis",0,2.22911491419271,0,-0.343268145457841,1.40304884965837e+40,1.20319789804198e-16,1.40304884965837e+40,2.22911491419271,0,7.68721269748642e-05,0,-8.26019603472616e-06,0.234358105917753,1.01406107034168e-18,0.234358105917753,7.68721269748653e-05
"24686","Equid alphaherpesvirus 1","Equus caballus",0,56.0821182588336,0,-42.1191337754281,2.34634675513163e+40,5.03563274395998e-18,2.34634675513163e+40,56.0821182588336,0,0.0019340195018047,0,-0.000798930846336532,0.391921764871414,8.06963093218765e-19,0.391921764871414,0.0019340195018047
"24693","Equid alphaherpesvirus 1","Equus zebra",0,2.22911491419271,0,-0.343268145457841,4.29674602483955e+39,-1.06577018394655e-17,4.29674602483955e+39,2.22911491419271,0,7.6872126974863e-05,0,-8.26019603472616e-06,0.071770648629677,2.21285542224064e-18,0.071770648629677,7.68721269748653e-05
"24916","Equid alphaherpesvirus 3","Equus caballus",0,54.4297966036003,0,-41.4513896753779,2.38630082434035e+40,-1.47347278550868e-17,2.38630082434035e+40,54.4297966036003,0,0.00187703837477724,0,-0.000782942024483813,0.398595488302885,1.89398324786946e-18,0.398595488302885,0.00187703837477724
"25034","Equid alphaherpesvirus 4","Equus caballus",0,54.4297966036003,0,-41.451389675407,1.42451733037931e+40,-1.15527060451676e-17,1.42451733037931e+40,54.4297966036003,0,0.00187703837477724,0,-0.000782942024485145,0.23794409116689,1.93471964167121e-18,0.23794409116689,0.00187703837477724
"25660","Equid gammaherpesvirus 5","Equus caballus",0,54.4297966036003,0,-41.4513896754215,9.7777611000603e+39,1.01577064948745e-17,9.7777611000603e+39,54.4297966036003,0,0.00187703837477724,0,-0.000782942024485145,0.163322721948304,9.72459799067393e-19,0.163322721948304,0.00187703837477724
"25845","Equine encephalosis virus","Equus quagga burchellii",0,1.37767532749093,0,-6.96597853675485e-05,8.16193409494703e+39,2.0084845245294e-17,8.16193409494703e+39,1.37767532749093,0,4.75098129893291e-05,0,-2.40225261904925e-09,0.136332773843411,1.07770080284102e-18,0.136332773843411,4.75098129893301e-05
"26146","Equine infectious anemia virus","Equus caballus",5.02612067439237e+38,54.4297966036003,-2.79208282785234e+40,-41.451389675276,1.37102893325297e+40,1.40196156927107e-32,1.42129013999689e+40,54.4297966036003,0.00750172738313354,0.00187703837477724,-0.0128444582452971,-0.000782942024488698,0.229903310403224,8.18343750333768e-19,0.237405037786357,0.00187703837477724
"26544","Equine rhinitis A virus","Camelus dromedarius",0,2.69406020698628,0,-0.346281639416702,5.96977739594314e+39,-1.93719713875238e-16,5.96977739594314e+39,2.69406020698628,0,9.29059946576962e-05,0,-8.34631569635036e-06,0.0997161092149083,8.62904336795617e-19,0.0997161092149083,9.2905994657697e-05
"26561","Equine rhinitis A virus","Equus caballus",0,55.2918482864632,0,-41.7908770443901,1.13280035090317e+40,9.76857947866924e-18,1.13280035090317e+40,55.2918482864632,0,0.00190676665213163,0,-0.00079109520802767,0.189217178493305,6.96392842025615e-19,0.189217178493305,0.00190676665213163
"27398","European bat 2 lyssavirus","Myotis dasycneme",0,1.3682988720086,0,-6.43884850433096e-05,1.11883700492243e+39,3.40485666039426e-16,1.11883700492243e+39,1.3682988720086,0,4.71864612985652e-05,0,-2.22046914188923e-09,0.0186884812576668,1.06163863322876e-18,0.0186884812576668,4.71864612985663e-05
"27399","European bat 2 lyssavirus","Myotis daubentonii",0,1.36829887200861,0,-6.43884413875639e-05,1.42159963419702e+39,-8.95261621907777e-17,1.42159963419702e+39,1.36829887200861,0,4.71864612985653e-05,0,-2.22047003006764e-09,0.0237456734115073,1.04860023004837e-18,0.0237456734115073,4.71864612985663e-05
"27602","Everglades virus","Homo sapiens",7.08105527663245e+38,2595.33282789901,-4.98439414719873e+40,-2525.82642685894,2.4570232230166e+40,-1.47335818573956e-17,2.52783377578293e+40,2595.33282789901,0.00895266421150187,0.0895013323081818,-0.0209143142533463,0.0141221150290831,0.413283764628206,2.92115746938655e-18,0.422236428839708,0.0895013323081818
"27819","Eyach coltivirus","Capra hircus",6.82355720434659e+38,25.5350089640527,-4.55072691254918e+40,-21.6830761520978,2.24145624198054e+40,3.3045069913086,2.30969181402401e+40,28.8395159553613,0.00900545703009226,0.000880574156753371,-0.0193883233145726,-0.000454187113765325,0.376793653899087,0.000113970771504417,0.385799110929179,0.000994544928257788
"27898","Eyach coltivirus","Oryctolagus cuniculus",2.35657440688804e+38,3.19028165021194,-1.95400281550125e+40,-7.02171710517723,9.65284336412633e+39,3.30695188644831,9.88850080481513e+39,6.49723353666026,0.00348647157089085,0.000110013835354141,-0.00174601536225794,-0.000140032668234369,0.161685989783319,0.000114046466892043,0.16517246135421,0.000224060302246184
"28122","Felid alphaherpesvirus 1","Panthera leo",0,1.89617266937255,0,-0.0864709048910299,7.19026786976526e+39,-3.63609531126388e-32,7.19026786976526e+39,1.89617266937255,0,6.53904494910532e-05,0,-2.53023731477953e-06,0.12010255804064,2.10457168682751e-18,0.12010255804064,6.53904494910553e-05
"28208","Feline calicivirus","Canis lupus familiaris",0,44.9456036812999,0,-34.820934880292,1.08972108795906e+40,0.694799945134015,1.08972108795906e+40,45.6404036264339,0,0.00154996642986928,0,-0.00068594254891341,0.182021438679703,2.39653941102375e-05,0.182021438679703,0.00157393182397952
"28214","Feline calicivirus","Caracal caracal",0,2.09866925000957,0,-0.284130067419028,1.86501034321901e+40,6.51912077560699e-17,1.86501034321901e+40,2.09866925000957,0,7.23736439237806e-05,0,-6.99721012109578e-06,0.311521791746774,3.90867600095067e-18,0.311521791746774,7.23736439237845e-05
"28373","Feline calicivirus","Prionailurus bengalensis",0,2.43706473966362,0,-1.17813945859962,7.3729645887222e+39,0.69584353953125,7.3729645887222e+39,3.13290827919487,0,8.4043276031947e-05,0,-2.97401367070904e-05,0.123154230619435,2.39966107883757e-05,0.123154230619435,0.000108039886820323
"28442","Feline foamy virus","Felis silvestris",0,1.81787435529095,0,-0.0772153370489832,1.23596231709524e+40,1.86899857260908e-16,1.23596231709524e+40,1.81787435529095,0,6.26902935216699e-05,0,-2.20754846980142e-06,0.206448825848571,2.01789726767531e-18,0.206448825848571,6.26902935216719e-05
"28573","Feline immunodeficiency virus","Felis catus",1.56461456486354e+39,52.774538624232,-9.34304604511906e+40,-41.3381530743791,4.59390698747584e+40,1.34341868452581e-16,4.75036844396219e+40,52.774538624232,0.0159953268381229,0.00181995598716411,-0.0393662398139725,-0.000783386340546421,0.777481928932068,1.9229896870249e-18,0.79347725577019,0.00181995598716411
"28588","Feline immunodeficiency virus","Hyaena hyaena",0,2.14333899271669,0,-0.336765388899948,1.39604602120034e+40,5.83876428937495e-17,1.39604602120034e+40,2.14333899271669,0,7.39141020273335e-05,0,-8.09426179460004e-06,0.233188389258288,2.81513840552489e-18,0.233188389258288,7.39141020273363e-05
"28598","Feline immunodeficiency virus","Leopardus pardalis",0,2.14333899271669,0,-0.336765389001812,5.61092788124933e+39,-1.5339992994601e-17,5.61092788124933e+39,2.14333899271669,0,7.39141020273348e-05,0,-8.09426180081729e-06,0.093722070404811,1.48804407912189e-18,0.093722070404811,7.39141020273363e-05
