"","G_trefle_share","G_clover_share","virus","host"
"35092",0.351815926126727,0.0925392990777604,"Human respirovirus 3","Homo sapiens"
"35236",0.0587502313088186,0.000826040802805654,"Human respirovirus 3","Papio ursinus"
"35427",0.0554754177672868,0.000216971422040566,"Ife virus","Arvicanthis niloticus"
"35436",0.157075257360572,0.0105221526253051,"Ife virus","Bos taurus"
"35446",0.170429294067207,0.00297091940582808,"Ife virus","Capra hircus"
"36073",0.00121061932707335,6.47094897838353e-05,"Indiana vesiculovirus","Dasypus novemcinctus"
"36157",0.00252089619394412,6.47094897838353e-05,"Indiana vesiculovirus","Lophostoma silvicolum"
"36193",0.045105021723798,0.000139193933156678,"Indiana vesiculovirus","Mephitis mephitis"
"36260",0.0230694034996255,9.85534480852629e-05,"Indiana vesiculovirus","Ovis canadensis"
"36437",0.248551826950823,0.00184713288958845,"Influenza A virus","Callorhinus ursinus"
"36548",0.243477463141896,0.0181698998651562,"Influenza A virus","Felis catus"
"36594",0.480415441140395,0.138469715001431,"Influenza A virus","Homo sapiens"
"36715",0.21288176643933,0.0211873701176595,"Influenza A virus","Mus musculus"
"36720",0.352765246981295,0.00410783069734339,"Influenza A virus","Mustela putorius"
"36881",0.320025542706778,0.00184713288958845,"Influenza A virus","Semnopithecus entellus"
"36895",0.215761906998667,0.034553465547717,"Influenza A virus","Sus scrofa"
"36967",0.599252567970077,0.0114060913822914,"Influenza B virus","Canis lupus familiaris"
"37007",0.95304045840135,0.100108183495685,"Influenza B virus","Homo sapiens"
"37095",0.135448437234838,0.000947770003697148,"Influenza B virus","Pusa caspica"
"37538",0.147905698565647,4.75251997207015e-05,"Issyk-Kul virus","Myotis blythii"
"37579",0.112724665460649,5.48616421154509e-05,"Issyk-Kul virus","Pipistrellus pipistrellus"
"37774",0.493319838355684,0.00359658604300656,"Jaagsiekte sheep retrovirus","Ovis aries"
"37833",0.559445153089731,0.052267482018837,"Japanese encephalitis virus","Bos taurus"
"37841",0.390318583176551,0.0227052052941827,"Japanese encephalitis virus","Canis lupus familiaris"
"37894",0.458766074151368,0.0250955441766089,"Japanese encephalitis virus","Equus caballus"
"37903",0.314603185020553,0.0248343791416323,"Japanese encephalitis virus","Felis catus"
"37940",0.620756008949592,0.185838267325156,"Japanese encephalitis virus","Homo sapiens"
"38070",0.50947791254333,0.0360222992532802,"Japanese encephalitis virus","Ovis aries"
"38112",0.468035235130521,0.00798340066750069,"Japanese encephalitis virus","Procyon lotor"
"38175",0.46577417503256,0.00494348824900841,"Japanese encephalitis virus","Scotophilus kuhlii"
"38190",0.278791299346121,0.0472630898781689,"Japanese encephalitis virus","Sus scrofa"
"38250",0.218326443476287,4.05273926452362e-05,"Juquitiba virus","Oligoryzomys fornesi"
"38357",0.0886497282683772,4.05273926452363e-05,"Kaeng Khoi orthobunyavirus","Chaerephon plicatus"
"39202",0.0642356968363954,4.05273926452362e-05,"Kyasanur Forest disease virus","Rhinolophus rouxii"
"39301",0.295835680174553,8.80077110866106e-05,"Lagos bat lyssavirus","Eidolon helvum"
"39369",0.10393244729488,4.83733475962907e-05,"Lagos bat lyssavirus","Macronycteris commersoni"
"39550",0.0347075048179615,4.05273926452362e-05,"Laguna Negra orthohantavirus","Calomys callidus"
"40125",0.0249686866880077,0.000112015560115828,"Lassa mammarenavirus","Mastomys huberti"
"40126",0.0374618038507483,7.44860610314436e-05,"Lassa mammarenavirus","Mastomys natalensis"
"40241",0.0341842984975053,0.000158667662680231,"Lassa mammarenavirus","Rattus rattus"
"40302",0.0415353410660343,4.05273926452362e-05,"Latino mammarenavirus","Calomys callosus"
"40837",0.230766335228007,0.00054184259965885,"Lumpy skin disease virus","Aepyceros melampus"
"40857",0.427913718364049,0.00972001190764242,"Lumpy skin disease virus","Bos taurus"
"40935",0.405943321979804,0.00122447111316002,"Lumpy skin disease virus","Kobus ellipsiprymnus"
"41081",0.275389068233807,0.00175728194960241,"Lymphocytic choriomeningitis mammarenavirus","Cavia porcellus"
"41122",0.516678173108047,0.0952605996582283,"Lymphocytic choriomeningitis mammarenavirus","Homo sapiens"
"41161",0.216674125209931,0.00090336610468619,"Lymphocytic choriomeningitis mammarenavirus","Mesocricetus auratus"
"41179",0.177683937894607,0.000889006811577575,"Lymphocytic choriomeningitis mammarenavirus","Mus mattheyi"
"41249",0.121089056200243,0.000889006811577575,"Lymphocytic choriomeningitis mammarenavirus","Saguinus imperator"
"41259",0.00381710056858467,0.00211081356696274,"Lymphocytic choriomeningitis mammarenavirus","Sciurus vulgaris"
"41577",0.161301975351009,0.000325581748767194,"Macacine alphaherpesvirus 1","Macaca nemestrina"
"41624",0.128565632840925,0.000544910987005977,"Macacine alphaherpesvirus 1","Pan troglodytes"
"42320",0.0333227782034871,4.05273926452362e-05,"Macropodid alphaherpesvirus 1","Macropus parma"
"42891",0.183951823178705,4.05273926452362e-05,"Mamastrovirus 11","Zalophus californianus"
"43038",0.0311776066751883,4.82468739418799e-05,"Mamastrovirus 17","Lyroderma lyra"
"43061",0.0265721615303798,0.000112478711862643,"Mamastrovirus 17","Rhinolophus ferrumequinum"
"43341",0.0489520651834459,0.0426186378947694,"Mammalian 1 orthobornavirus ","Bos taurus"
"43353",0.0341527879789213,0.0182366329044129,"Mammalian 1 orthobornavirus ","Canis lupus familiaris"
"43416",0.0275273762146031,0.0199406835075868,"Mammalian 1 orthobornavirus ","Felis catus"
"43441",0.0543170196786652,0.151917773847424,"Mammalian 1 orthobornavirus ","Homo sapiens"
"43448",0.0314305454769069,0.002236837286397,"Mammalian 1 orthobornavirus ","Lama glama"
"43516",0.0155927231455234,0.00415085331187581,"Mammalian 1 orthobornavirus ","Microtus oeconomus"
"43565",0.0445797241351355,0.0291575949338212,"Mammalian 1 orthobornavirus ","Ovis aries"
"43768",0.239356226130333,0.0927612442042265,"Mammalian orthoreovirus","Homo sapiens"
"43820",0.105304071378146,0.000827704234885198,"Mammalian orthoreovirus","Mus musculoides"
"43860",0.137808551217348,0.000879596297572226,"Mammalian orthoreovirus","Papio cynocephalus"
"43913",0.0795443516204302,0.00190338126813167,"Mammalian orthoreovirus","Rhinolophus pusillus"
"44071",0.124568155950041,0.000149370369927884,"Mammalian orthorubulavirus 5","Macaca fascicularis"
"44077",0.058047367806765,0.000126973992433768,"Mammalian orthorubulavirus 5","Macaca radiata"
"44207",0.101295104585525,0.00624865797873341,"Mammalian orthorubulavirus 5","Sus scrofa"
"44476",0.0647074606537353,0.00179438492963856,"Marburg marburgvirus","Hipposideros caffer"
"44480",0.286087844127972,0.0919334202427964,"Marburg marburgvirus","Homo sapiens"
"44484",0.117967615477252,0.000807173696930961,"Marburg marburgvirus","Hypsignathus monstrosus"
"44931",0.293777384803059,0.000149823831399898,"Mason-Pfizer monkey virus","Macaca mulatta"
"44952",0.170640378629473,4.95772039671038e-05,"Mason-Pfizer monkey virus","Miopithecus talapoin"
"45054",0.166843941636238,5.48947359057805e-05,"Mayaro virus","Bradypus tridactylus"
"45199",0.00110290737544892,5.48947359057802e-05,"Mayaro virus","Mico argentatus"
"45275",0.17422399860267,6.79505326062554e-05,"Mayaro virus","Saimiri sciureus"
"45431",0.208531242203719,0.000141126979159554,"Measles morbillivirus","Macaca mulatta"
"45576",0.318405551157236,0.112238150141193,"Menangle pararubulavirus","Homo sapiens"
"45629",0.203250068926267,0.00246192937525258,"Menangle pararubulavirus","Pteropus poliocephalus"
"45653",0.143000444797663,0.027447706869561,"Menangle pararubulavirus","Sus scrofa"
"45921",0.0889401385288481,4.05273926452362e-05,"Mischivirus A","Miniopterus schreibersii"
"46102",0.251592515289874,0.000240987731773913,"Mokola lyssavirus","Eidolon helvum"
"46113",0.181285779510116,0.00192917442224725,"Mokola lyssavirus","Felis catus"
"46308",0.13640095657915,4.05273926452362e-05,"Molluscum contagiosum virus","Equus asinus"
"46618",0.238152578496597,0.000856688396355689,"Monkeypox virus","Didelphis marsupialis"
"46646",0.547010590379754,0.0946078940690682,"Monkeypox virus","Homo sapiens"
"46721",0.304378285454148,0.00479369764906436,"Monkeypox virus","Pan troglodytes"
"46867",0.0184690597260589,4.05273926452362e-05,"Mount Elgon bat ledantevirus","Rhinolophus hildebrandtii"
"46892",0.281217620686897,0.0895013323081812,"Mouse mammary tumor virus","Homo sapiens"
"47560",0.0553892152929473,0.0895013323081812,"Mupapillomavirus 1","Homo sapiens"
"47681",0.161412385657844,0.00238038352803239,"Murid betaherpesvirus 1","Mus musculus"
"47922",0.486767501819615,0.000618398240473015,"Murid betaherpesvirus 2","Rattus norvegicus"
"48002",0.327319593685369,0.000409118245131264,"Murid gammaherpesvirus 4","Apodemus flavicollis"
"48011",0.023590969634264,8.64506288223988e-05,"Murid gammaherpesvirus 4","Bandicota indica"
"48099",0.189646689228205,0.00271528849226031,"Murid gammaherpesvirus 4","Mus musculus"
"48649",0.0485850841399259,0.0471579234721791,"Murine leukemia virus","Bos taurus"
"48709",0.0539098204896897,0.169382676757121,"Murine leukemia virus","Homo sapiens"
"48766",0.0238876023046181,0.025812444067297,"Murine leukemia virus","Mus musculus"
"48800",0.0326955558559252,0.00296246977647284,"Murine leukemia virus","Oryctolagus cuniculus"
"48804",0.0442455201540153,0.0323583887395522,"Murine leukemia virus","Ovis aries"
"48852",0.0334437179350976,0.0130177966921094,"Murine leukemia virus","Rattus norvegicus"
"48886",0.024210807255818,0.0424566876768017,"Murine leukemia virus","Sus scrofa"
"49136",0.0824083095384524,0.000100466868029391,"Murine orthopneumovirus","Cavia porcellus"
"49486",0.0848125072197,0.00238038352803239,"Murine respirovirus","Mus musculus"
"49609",0.326701789355752,0.0114966383099858,"Murray Valley encephalitis virus","Canis lupus familiaris"
"49663",0.519581126694222,0.100939057868404,"Murray Valley encephalitis virus","Homo sapiens"
"49738",0.144144677331198,0.00189903526071539,"Murray Valley encephalitis virus","Pteropus alecto"
"49833",0.20120560383785,0.00238038352803239,"Mus musculus polyomavirus 1","Mus musculus"
"50092",0.458644876274667,5.58031496331807e-05,"Myxoma virus","Lepus timidus"
"50108",0.362425163811666,0.000105468290874551,"Myxoma virus","Oryctolagus cuniculus"
"50128",0.00397034963110712,5.58031496331806e-05,"Myxoma virus","Sylvilagus brasiliensis"
"50714",0.0963003939661127,8.27639220814777e-05,"New Jersey vesiculovirus","Odocoileus virginianus"
"50842",0.0680743297361628,0.000184855597892875,"New Jersey vesiculovirus","Urocyon cinereoargenteus"
"50877",0.30427647423663,6.18439722604095e-05,"New York hantavirus","Peromyscus leucopus"
"51002",0.386385987292545,0.0146171975682915,"Nipah henipavirus","Canis lupus familiaris"
"51037",0.432213874343912,0.00174449043636033,"Nipah henipavirus","Eidolon helvum"
"51089",0.614501686755313,0.125123289470007,"Nipah henipavirus","Homo sapiens"
"51255",0.0706493059687099,0.00150409152521968,"Nipah henipavirus","Pteropus rodricensis"
"51256",0.259346466098836,0.00150409152521968,"Nipah henipavirus","Pteropus rufus"
"51288",0.209774329231792,0.00268175753727816,"Nipah henipavirus","Rousettus leschenaultii"
"51312",0.27598237436025,0.0309267553001036,"Nipah henipavirus","Sus scrofa"
"51456",0.248527974486747,0.0308490361089587,"Norwalk virus","Bos taurus"
"51542",0.275764829701396,0.112026179825027,"Norwalk virus","Homo sapiens"
"51875",0.170056040633437,0.00238038352803239,"Oliveros mammarenavirus","Mus musculus"
"52262",0.678284424096752,0.00916198560211634,"Orf virus","Capra hircus"
"52313",0.693647913721929,0.113826858666939,"Orf virus","Homo sapiens"
"52369",0.226651048698901,0.00124240348232677,"Orf virus","Ovibos moschatus"
"52370",0.569303092518846,0.0212856173877021,"Orf virus","Ovis aries"
"52391",0.125734768299659,0.00156031855398077,"Orf virus","Rangifer tarandus"
"52818",0.609584534116473,0.040253577615651,"Orthohepevirus A","Bos taurus"
"52927",0.499882283248404,0.0191650244195568,"Orthohepevirus A","Equus caballus"
"52975",0.676390259411121,0.145022652001178,"Orthohepevirus A","Homo sapiens"
"53025",0.082742054864891,0.00201083329689661,"Orthohepevirus A","Macaca fuscata"
"53273",0.303777609826663,0.0361927998265813,"Orthohepevirus A","Sus scrofa"
"53534",0.133707437716914,6.31777173033255e-05,"Orungo virus","Camelus dromedarius"
"53805",0.0495362027802333,0.000155715298035078,"Ovine gammaherpesvirus 2","Bos frontalis"
"53807",0.0363028224820083,0.000155715298035078,"Ovine gammaherpesvirus 2","Bos javanicus"
"53828",0.109407015559248,0.00252796603196031,"Ovine gammaherpesvirus 2","Capra hircus"
"53832",0.0333584559711839,0.000232315164257361,"Ovine gammaherpesvirus 2","Capreolus capreolus"
"53969",0.0918281165074977,0.00536887579400614,"Ovine gammaherpesvirus 2","Ovis aries"
"54187",0.459025161921717,7.3953629524842e-05,"Ovine respiratory syncytial virus","Oreamnos americanus"
"54192",0.238850282291814,7.75074582158539e-05,"Ovine respiratory syncytial virus","Ovis canadensis"
"54403",0.304360971677984,0.000400051793551871,"Panine betaherpesvirus 2","Pan troglodytes"
"54488",0.0470363025808792,6.30999478409612e-05,"Panine gammaherpesvirus 1","Papio cynocephalus"
"54834",0.560815728622014,0.0895013323081812,"Parechovirus A","Homo sapiens"
"54853",0.0293664385403526,0.000772517196325606,"Parechovirus B","Apodemus sylvaticus"
"54904",0.0611898537424327,0.0902274075413331,"Parechovirus B","Homo sapiens"
"55432",0.164058689760005,6.18436425563691e-05,"Pegivirus A","Aotus trivirgatus"
"55470",0.258220287291466,5.48460444908325e-05,"Pegivirus A","Leontocebus nigricollis"
"55517",0.157041560066401,5.48460444908325e-05,"Pegivirus A","Saguinus labiatus"
"55723",0.300520666596648,0.00103442068694146,"Pestivirus A","Bos grunniens"
"55726",0.502352799823639,0.0118076246485503,"Pestivirus A","Bos taurus"
"55729",0.236806776761314,0.00163198022504417,"Pestivirus A","Bubalus bubalis"
"55732",0.132417641636144,0.000289825074959155,"Pestivirus A","Camelus bactrianus"
"55757",0.368339709743376,0.000898446323782115,"Pestivirus A","Cervus elaphus"
"55864",0.270428772627648,0.000520396631241538,"Pestivirus A","Odocoileus hemionus"
"55871",0.182245960583862,0.000289825074959155,"Pestivirus A","Oryx gazella"
"55936",0.149832823149628,0.00103937256585785,"Pestivirus A","Syncerus caffer"
"55957",0.0791421547027945,0.000289825074959155,"Pestivirus A","Vicugna vicugna"
"55974",0.264122853456437,0.00832418859211315,"Pestivirus B","Bos taurus"
"56235",0.0612100626197513,0.0132313972410901,"Pestivirus D","Bos taurus"
"56326",0.0557428935034479,0.00845235293872059,"Pestivirus D","Ovis aries"
"56352",0.0433327565897696,0.00026439392945601,"Pestivirus D","Rupicapra pyrenaica"
"56509",0.24969178422816,6.64465594801341e-05,"Phocid alphaherpesvirus 1","Phoca vitulina"
"56519",0.319996021499668,4.79273948054814e-05,"Phocid alphaherpesvirus 1","Pusa hispida"
"56705",0.141719488130201,0.00010625545896232,"Phocine morbillivirus","Halichoerus grypus"
"56774",0.107865887635375,7.47223201849662e-05,"Phocine morbillivirus","Odobenus rosmarus"
"56785",0.0410495938123496,7.47223201849662e-05,"Phocine morbillivirus","Pagophilus groenlandicus"
"56799",0.165787381483047,9.84165225121126e-05,"Phocine morbillivirus","Phoca vitulina"
"56855",0.197447176627667,0.000129467828329746,"Phocine morbillivirus","Ursus arctos"
"57207",0.145097414498706,4.05273926452362e-05,"Pixuna virus","Akodon azarae"
"57414",0.289942124136744,0.00610314977030911,"Porcine circovirus 2","Sus scrofa"
"57878",0.21944433978997,0.00610314977030911,"Porcine orthorubulavirus","Sus scrofa"
"58012",0.672802270691336,0.110355762435244,"Porcine type-C oncovirus","Homo sapiens"
"58070",0.302166181625339,0.0269575798973722,"Porcine type-C oncovirus","Sus scrofa"
"58439",0.0113931669597003,4.05273926452362e-05,"Powassan virus","Tamias striatus"
"58534",0.366603295905954,6.68237927850345e-05,"Primate T-lymphotropic virus 1","Cercopithecus pogonias"
"58622",0.359533540201325,0.00023482870722337,"Primate T-lymphotropic virus 1","Macaca nemestrina"
"58678",0.138060927353983,6.68237927850345e-05,"Primate T-lymphotropic virus 1","Papio anubis"
"58679",0.296510614751109,0.000112856917795775,"Primate T-lymphotropic virus 1","Papio cynocephalus"
"58788",0.345284454426311,4.05273926452362e-05,"Primate T-lymphotropic virus 2","Cercopithecus nictitans"
"58878",0.159433545551456,0.000833463864532363,"Primate T-lymphotropic virus 3","Cercocebus agilis"
"58900",0.0464732925689051,0.000855293565121217,"Primate T-lymphotropic virus 3","Chlorocebus aethiops"
"58928",0.431123051766173,0.0925442274588939,"Primate T-lymphotropic virus 3","Homo sapiens"
"58959",0.238486018340646,0.00089690875651403,"Primate T-lymphotropic virus 3","Mandrillus sphinx"
"58984",0.0230853709404181,0.000833463864532363,"Primate T-lymphotropic virus 3","Pan paniscus"
"59064",0.322701742441335,5.82551867754206e-05,"Primate bocaparvovirus 1","Gorilla gorilla"
"59127",0.280205207779123,0.0895013323081812,"Primate erythroparvovirus 1","Homo sapiens"
"59149",0.201157178591126,6.44404763651756e-05,"Primate erythroparvovirus 2","Macaca fascicularis"
"59264",0.277509905039091,0.000180722555313088,"Primate erythroparvovirus 4","Macaca nemestrina"
"59423",0.411662823936058,4.05273926452362e-05,"Prospect Hill orthohantavirus","Myodes gapperi"
"59474",0.0267899792804711,6.31777173033255e-05,"Pseudocowpox virus","Camelus dromedarius"
"59658",0.150616588062167,0.000772517196325606,"Punta Toro phlebovirus","Bradypus variegatus"
"59663",0.289322339126293,0.0902274075413331,"Punta Toro phlebovirus","Homo sapiens"
"59678",0.502634700329042,0.00206138370971084,"Puumala orthohantavirus","Apodemus flavicollis"
"59743",0.657210175461341,0.0921823190353911,"Puumala orthohantavirus","Homo sapiens"
"59803",0.328382945177128,0.000811249851994982,"Puumala orthohantavirus","Myodes glareolus"
"60107",0.0839211321355151,0.0895013323081812,"Quaranfil quaranjavirus","Homo sapiens"
"60298",0.281760312581586,8.96289437031743e-05,"Rabbit hemorrhagic disease virus","Oryctolagus cuniculus"
"60391",0.320019937918874,0.00419583696897223,"Rabies lyssavirus","Artibeus fimbriatus"
"60419",0.231370508319143,0.00419583696897223,"Rabies lyssavirus","Callithrix jacchus"
"60428",0.417029469224528,0.00866721227759685,"Rabies lyssavirus","Canis lupus"
"60429",0.393580390022971,0.0204572432478813,"Rabies lyssavirus","Canis lupus familiaris"
"60433",0.612079601001952,0.0148293283069961,"Rabies lyssavirus","Capra hircus"
"60464",0.258593945748075,0.00419583696897223,"Rabies lyssavirus","Chrysocyon brachyurus"
"60481",0.278811790955392,0.00419583696897223,"Rabies lyssavirus","Cynomops abrasus"
"60512",0.327074162388228,0.00426114438656583,"Rabies lyssavirus","Eptesicus fuscus"
"60515",0.462599878932444,0.0221272815642323,"Rabies lyssavirus","Equus caballus"
"60525",0.00525207738845007,0.00419583696897223,"Rabies lyssavirus","Euderma maculatum"
"60535",0.317232257916465,0.0223839165406133,"Rabies lyssavirus","Felis catus"
"60553",0.226480863800618,0.00419583696897223,"Rabies lyssavirus","Glaucomys volans"
"60601",0.269663178436041,0.00419583696897223,"Rabies lyssavirus","Lasionycteris noctivagans"
"60603",0.221469820068329,0.00419583696897223,"Rabies lyssavirus","Lasiurus blossevillii"
"60604",0.219436188404518,0.00419583696897223,"Rabies lyssavirus","Lasiurus borealis"
"60608",0.49747079292494,0.00419583696897223,"Rabies lyssavirus","Lasiurus intermedius"
"60616",0.374421756683026,0.00419583696897223,"Rabies lyssavirus","Leopardus colocolo"
"60661",0.32280751021065,0.00419583696897223,"Rabies lyssavirus","Macrotus californicus"
"60672",0.215714710681174,0.00419583696897223,"Rabies lyssavirus","Mazama americana"
"60677",0.476307136688383,0.00427032141234507,"Rabies lyssavirus","Mephitis mephitis"
"60687",0.071964805460374,0.00419583696897223,"Rabies lyssavirus","Micronycteris megalotis"
"60704",0.195217727227869,0.00419583696897223,"Rabies lyssavirus","Molossus molossus"
"60713",0.277368508455324,0.0248608228562467,"Rabies lyssavirus","Mus musculus"
"60722",0.459625512644071,0.00674193669253201,"Rabies lyssavirus","Mustela putorius"
"60734",0.212134940758787,0.00419583696897223,"Rabies lyssavirus","Myotis californicus"
"60745",0.276861039007343,0.00419583696897223,"Rabies lyssavirus","Myotis lucifugus"
"60755",0.071964805460374,0.00419583696897223,"Rabies lyssavirus","Myotis thysanodes"
"60756",0.4156476185362,0.00419583696897223,"Rabies lyssavirus","Myotis velifer"
"60766",0.302292778323737,0.00419583696897223,"Rabies lyssavirus","Neotoma floridana"
"60776",0.071964805460374,0.00419583696897223,"Rabies lyssavirus","Nyctinomops macrotis"
"60784",0.00432380322316973,0.00419583696897223,"Rabies lyssavirus","Otocyon megalotis"
"60788",0.51373550300902,0.030852813612176,"Rabies lyssavirus","Ovis aries"
"60803",0.071964805460374,0.00419583696897223,"Rabies lyssavirus","Perimyotis subflavus"
"60833",0.471946499886545,0.00832681466661227,"Rabies lyssavirus","Procyon lotor"
"60877",0.29849117087351,0.00426006880689299,"Rabies lyssavirus","Rhinolophus ferrumequinum"
"60883",0.208019468636579,0.00527151400221871,"Rabies lyssavirus","Rhinolophus pusillus"
"60921",0.154783563662189,0.00419583696897223,"Rabies lyssavirus","Spilogale putorius"
"60923",0.281582279247579,0.00419583696897223,"Rabies lyssavirus","Suricata suricatta"
"60924",0.281121101598942,0.039802977611881,"Rabies lyssavirus","Sus scrofa"
"60958",0.154125870897544,0.00626275308027751,"Rabies lyssavirus","Urocyon cinereoargenteus"
"60963",0.123888156947855,0.00425902324109916,"Rabies lyssavirus","Ursus maritimus"
"60964",0.196362706685037,0.00419583696897223,"Rabies lyssavirus","Ursus thibetanus"
"60974",0.301622274061318,0.00463573759793528,"Rabies lyssavirus","Vulpes lagopus"
"60977",0.422812743301561,0.00544840038633228,"Rabies lyssavirus","Vulpes vulpes"
"61186",0.452021589718631,0.0895013323081812,"Reston ebolavirus","Homo sapiens"
"61389",0.0754389026257724,0.0895013323081812,"Rhinovirus A","Homo sapiens"
"61399",0.532917824807676,0.0895013323081812,"Rhinovirus B","Homo sapiens"
"61417",0.0543797974210146,0.00140449782914938,"Rift Valley fever phlebovirus","Acomys cahirinus"
"61446",0.0767886494578677,0.0332391978276958,"Rift Valley fever phlebovirus","Bos taurus"
"61553",0.0192705170639289,0.00239170906185698,"Rift Valley fever phlebovirus","Hipposideros caffer"
"61557",0.0424240260116865,0.00335821211671932,"Rift Valley fever phlebovirus","Hippotragus niger"
"61558",0.0852042677819208,0.119872071284431,"Rift Valley fever phlebovirus","Homo sapiens"
"61607",0.0349835915115561,0.00145874359259142,"Rift Valley fever phlebovirus","Mastomys huberti"
"61705",0.047895294918328,0.00283852121919518,"Rift Valley fever phlebovirus","Rattus rattus"
"61790",0.456622678315237,0.014258931228755,"Rinderpest morbillivirus","Bos taurus"
"61984",0.227551052129607,0.0120378924069509,"Rinderpest morbillivirus","Sus scrofa"
"62014",0.126421565618906,5.55982163371085e-05,"Rio Bravo virus","Anoura geoffroyi"
"62086",0.0933147414851433,5.55982163371086e-05,"Rio Bravo virus","Desmodus rotundus"
"62101",0.1219136311806,0.000120905633930703,"Rio Bravo virus","Eptesicus fuscus"
"62360",0.395980794834258,4.05273926452362e-05,"Rio Mamore hantavirus","Oligoryzomys microtis"
"62521",0.221251917719619,5.52782699493145e-05,"Rodent protoparvovirus 1","Mesocricetus auratus"
"62749",0.447457851046467,0.000618398240473015,"Rosavirus A","Rattus norvegicus"
"62798",0.0570670093600655,0.0162670083091411,"Ross River virus","Equus caballus"
"62823",0.0772179038675233,0.124223025580805,"Ross River virus","Homo sapiens"
"62915",0.000108288130521735,0.00146937498103958,"Ross River virus","Pseudomys novaehollandiae"
"62921",0.0492905380077148,0.00274470459680594,"Ross River virus","Pteropus poliocephalus"
"62956",0.0346788732970355,0.0307040118560274,"Ross River virus","Sus scrofa"
"63040",0.0631414235950879,0.0056254549609115,"Rotavirus A","Canis lupus"
"63045",0.0926742357468577,0.0119528003244605,"Rotavirus A","Capra hircus"
"63155",0.0480309888162244,0.019113190324434,"Rotavirus A","Felis catus"
"63197",0.0947733912788078,0.14412698552785,"Rotavirus A","Homo sapiens"
"63250",0.0661630226106745,0.00466104852971124,"Rotavirus A","Macaca nemestrina"
"63314",0.0419951629812308,0.0221629282838568,"Rotavirus A","Mus musculus"
"63372",0.0777838188791842,0.0275094129958579,"Rotavirus A","Ovis aries"
"63502",0.000698646226393616,0.0032591951737978,"Rotavirus A","Sciurus vulgaris"
"63509",0.0146615957259207,0.00203738841841264,"Rotavirus A","Speothos venaticus"
"63589",0.344039665371594,0.0356199326142269,"Rotavirus B","Bos taurus"
"63631",0.381743827125748,0.127753465773179,"Rotavirus B","Homo sapiens"
"63683",0.313311454297907,0.0240947684964271,"Rotavirus B","Ovis aries"
"63794",0.720777516033679,0.110355762435244,"Rotavirus C","Homo sapiens"
"63867",0.323712699562754,0.0269575798973722,"Rotavirus C","Sus scrofa"
"64142",0.193381090694538,4.05273926452362e-05,"Rupicapra rupicapra gammaherpesvirus 1","Rupicapra rupicapra"
"64327",0.241985847229687,4.05273926452362e-05,"Saboya virus","Gerbilliscus kempi"
"64487",0.517244663403709,0.0902334653896064,"Saimiriine alphaherpesvirus 1","Homo sapiens"
"64507",0.321355331438365,0.000785992427977727,"Saimiriine alphaherpesvirus 1","Saimiri sciureus"
"64570",0.181908863687017,0.00152517211537046,"Saint Louis encephalitis virus","Alces alces"
"64588",0.16740841341172,0.00120762772034978,"Saint Louis encephalitis virus","Ateles paniscus"
"64621",0.191341533096173,0.00120762772034978,"Saint Louis encephalitis virus","Carollia perspicillata"
"64690",0.354087029638795,0.0144048354063522,"Saint Louis encephalitis virus","Equus caballus"
"64729",0.479115028217597,0.11051449356384,"Saint Louis encephalitis virus","Homo sapiens"
"64788",0.240841740431046,0.00120762772034978,"Saint Louis encephalitis virus","Microtus californicus"
"64899",0.361241206515105,0.00446090342599705,"Saint Louis encephalitis virus","Procyon lotor"
"64934",0.483612219084215,0.00233515728337633,"Saint Louis encephalitis virus","Sapajus apella"
"64954",0.145408389847789,0.00156994772362645,"Saint Louis encephalitis virus","Sturnira lilium"
"65019",0.186333453032135,0.00176868113958783,"Sakobuvirus A","Felis catus"
"65414",0.410812090831575,0.0895013323081812,"Salivirus A","Homo sapiens"
"65860",0.184851556272824,0.00610314977030911,"Sapporo virus","Sus scrofa"
"65898",0.520158625062327,0.00832418859211315,"Sathuperi orthobunyavirus","Bos taurus"
"66058",0.206874465560621,0.000113479632905898,"Scotophilus bat coronavirus 512","Scotophilus kuhlii"
"66245",0.601731403100141,0.0902274075413331,"Semliki Forest virus","Homo sapiens"
"66258",0.127908077014908,0.000772517196325606,"Semliki Forest virus","Lophocebus albigena"
"66649",0.217421986024132,0.0153695673274192,"Seoul orthohantavirus","Felis catus"
"66667",0.42900449786048,0.119743592169993,"Seoul orthohantavirus","Homo sapiens"
"66734",0.190100429495304,0.0181007232338344,"Seoul orthohantavirus","Mus musculus"
"66828",0.266143941264359,0.00915780283589723,"Seoul orthohantavirus","Rattus norvegicus"
"67747",0.380635952550565,0.00359658604300656,"Sheeppox virus","Ovis aries"
"67872",0.398230725303984,0.00832418859211315,"Shuni orthobunyavirus","Bos taurus"
"68093",0.824613998716102,0.0895013323081812,"Sicilian phlebovirus","Homo sapiens"
"68174",0.174200684791681,0.00832418859211315,"Simbu orthobunyavirus","Bos taurus"
"68316",0.00808313589790552,0.00105485597832008,"Simian foamy virus","Alouatta belzebul"
"68379",0.0897210348514758,0.00105485597832008,"Simian foamy virus","Cercopithecus mona"
"68390",0.172172020832617,0.00119101894466047,"Simian foamy virus","Chlorocebus pygerythrus"
"68400",0.0301658562815525,0.00105485597832008,"Simian foamy virus","Colobus guereza"
"68449",0.256178371962159,0.101676830286184,"Simian foamy virus","Homo sapiens"
