"","virus","host","X","G_pq_clover_nrmlz","G_pq_trefle_nrmlz","importance_trefle_nrmlz","importance_clover_nrmlz"
"638","Bovine immunodeficiency virus","Bos taurus",8794,0.01516141825934,0.124782554185196,0.00380510622071177,0.0111164655058352
"639","Bovine immunodeficiency virus","Bubalus bubalis",8795,0.00522405602984858,0.110467149277669,0.00301687492076894,0.00134356654256853
"640","Bovine leukemia virus","Bos taurus",8850,0.0435812593518761,0.19809993410944,0.00405356906561902,0.0112926800118944
"641","Bovine leukemia virus","Bubalus bubalis",8852,0.0150105842605018,0.175373353559388,0.0032648341379366,0.00155617281403986
"642","Bovine leukemia virus","Homo sapiens",8883,0.0808153941708779,0.219795150470025,0.00489888945572084,0.0380930717181472
"643","Bovine leukemia virus","Hydrochoerus hydrochaeris",8884,0.00241888281403389,0.0606162212998782,0.000748672785104425,0.000280177190497762
"644","Bovine leukemia virus","Ovis aries",8915,0.0297783542488909,0.148233108391194,0.00244880910790818,0.00540106561968235
"645","Bovine mastadenovirus A","Bos taurus",8952,0.0137972377891233,0.102088196560319,0.00375092557890647,0.0110951141831088
"646","Bovine mastadenovirus A","Dama dama",8961,0.003396225659958,0.0590155228294128,0.0013248879355321,0.000693256166844707
"647","Bovine mastadenovirus B","Bos taurus",9001,0.0144361153632871,0.144059709593113,0.0038598714847167,0.0111138056476489
"648","Bovine mastadenovirus B","Odocoileus hemionus",9031,0.00328158109346107,0.0728985070658043,0.00114817325742227,0.000597814808004793
"649","Bovine mastadenovirus B","Oryx leucoryx",9036,0.00110530120312926,0.0400420304730487,0.000496474659462016,9.13954515945716e-05
"650","Bovine mastadenovirus C","Bos taurus",9064,0.0110720940615671,0.0520070199641101,0.00366904996473062,0.0110720940615671
"651","Bovine mastadenovirus D","Bos taurus",9082,0.0110720940615671,0.0494778665771453,0.00366632973256477,0.0110720940615671
"652","Bovine mastadenovirus E","Bos taurus",9099,0.0110720940615671,0.0520070199641101,0.00366904996473065,0.0110720940615671
"653","Bovine orthopneumovirus","Aepyceros melampus",9119,0.0099424331253841,0.190286125473716,0.00258222955411416,0.000790443057103494
"654","Bovine orthopneumovirus","Antilocapra americana",9128,0.00798511365685727,0.175088821184189,0.00246895827136212,0.000671713342302093
"655","Bovine orthopneumovirus","Bison bison",9143,0.0127691380189974,0.244143493839869,0.00306493376904066,0.00100090664802169
"656","Bovine orthopneumovirus","Bos taurus",9150,0.0593898998166873,0.420763129344917,0.00547952037729504,0.0120101626682621
"657","Bovine orthopneumovirus","Capra hircus",9166,0.0372564869776822,0.327554635821868,0.00404456980299689,0.0050200371457692
"658","Bovine orthopneumovirus","Capreolus capreolus",9170,0.015746513100731,0.256566272361692,0.00319340557480363,0.00128393401900583
"659","Bovine orthopneumovirus","Cervus elaphus",9190,0.0255504577758853,0.32942589249782,0.00407424153870062,0.00261482173801467
"660","Bovine orthopneumovirus","Dama dama",9204,0.0146229729975325,0.243236308430214,0.00305641404463686,0.00116768303676153
"661","Bovine orthopneumovirus","Giraffa camelopardalis",9236,0.0127132037956966,0.335012274895446,0.00414317865403652,0.000995578326833304
"662","Bovine orthopneumovirus","Mazama gouazoubira",9276,0.00158825694062311,0.126096084594902,0.0021667967317469,0.000469964105604061
"663","Bovine orthopneumovirus","Nanger granti",9298,0.00643761671536315,0.15792898948833,0.00235184718115067,0.000597829629700021
"664","Bovine orthopneumovirus","Odocoileus hemionus",9308,0.0135030717989071,0.212918685205004,0.0027734841646071,0.00106609851250133
"665","Bovine orthopneumovirus","Odocoileus virginianus",9309,0.0170573280347135,0.267347032807434,0.00330855704533456,0.00141842797991355
"666","Bovine orthopneumovirus","Oreamnos americanus",9311,0.00512625741381722,0.197305167854218,0.0026385079687834,0.00054784461571559
"667","Bovine orthopneumovirus","Oryx leucoryx",9317,0.004549623286312,0.116952964119886,0.00212106209565543,0.000531770794728432
"668","Bovine orthopneumovirus","Ovis aries",9325,0.0405896344050501,0.314846276146393,0.00387882270104123,0.00587541172083836
"669","Bovine orthopneumovirus","Ovis canadensis",9326,0.00786555383173136,0.184937214018252,0.00254277820567991,0.000668270404786717
"670","Bovine orthopneumovirus","Rupicapra rupicapra",9370,0.00575235717805428,0.14637470611937,0.00228077619008918,0.00057580116222971
"671","Bovine orthopneumovirus","Syncerus caffer",9392,0.0114292369707533,0.164421166233177,0.00239606326474628,0.000899104770680925
"672","Bovine orthopneumovirus","Vicugna pacos",9411,0.00877791613063823,0.237432214570475,0.0029982809607908,0.000716485881199188
"673","Bovine papular stomatitis virus","Bos taurus",9427,0.0353175221434018,0.143748343866425,0.00385785326342919,0.011199199573171
"674","Bovine papular stomatitis virus","Camelus dromedarius",9431,0.0108834812756061,0.11962474582334,0.00273691773729459,0.00120584232122475
"675","Bovine papular stomatitis virus","Capricornis crispus",9435,0.00101544806718155,0.0337627642059024,0.000414935326611909,0.000171657821755387
"676","Bovine papular stomatitis virus","Homo sapiens",9450,0.0655092415439123,0.159491162942452,0.0047017915100587,0.0381395421260858
"677","Bovine respirovirus 3","Aepyceros melampus",9485,0.0138197351977322,0.168494726785397,0.00218680233467333,0.00124980166443916
"678","Bovine respirovirus 3","Alcelaphus buselaphus",9487,0.0113821304058689,0.139707853121188,0.00195576708794121,0.00113822849773738
"679","Bovine respirovirus 3","Alces alces",9488,0.0128517779327419,0.206922136204087,0.00256698509695197,0.00118902726888252
"680","Bovine respirovirus 3","Antidorcas marsupialis",9493,0.00958088313380589,0.144002029448857,0.00198627785073188,0.00106327596579934
"681","Bovine respirovirus 3","Antilocapra americana",9494,0.0110985359818409,0.155037804333675,0.00207264371013943,0.00111740583598941
"682","Bovine respirovirus 3","Axis axis",9499,0.00798254539504793,0.1409930593374,0.00196515440931103,0.0010121695542635
"683","Bovine respirovirus 3","Bison bison",9504,0.0177476176344711,0.216184396989381,0.00266899139778395,0.00146742066977384
"684","Bovine respirovirus 3","Bos taurus",9511,0.0825362397843953,0.372577708142643,0.00509110883577624,0.0129720556509845
"685","Bovine respirovirus 3","Bubalus bubalis",9515,0.028446407035178,0.329834547558956,0.00430184070644468,0.00236397600384602
"686","Bovine respirovirus 3","Capra hircus",9528,0.0517781202837088,0.290043368809459,0.0036517414238732,0.00567724536969729
"687","Bovine respirovirus 3","Cervus elaphus",9550,0.0355104206774907,0.29170033082692,0.00368018854452873,0.00316657616568151
"688","Bovine respirovirus 3","Connochaetes taurinus",9558,0.0141050090185766,0.150072925373027,0.00203450234452507,0.00126393256042262
"689","Bovine respirovirus 3","Dama dama",9560,0.0203239812153783,0.215381101649992,0.00265962758425095,0.00164243187300828
"690","Bovine respirovirus 3","Damaliscus lunatus",9561,0.00854001700471665,0.112895974354573,0.00177801361474773,0.001031523639824
"691","Bovine respirovirus 3","Giraffa camelopardalis",9588,0.0176702444769419,0.296646965656251,0.00375222800447544,0.00146621649556798
"692","Bovine respirovirus 3","Hippotragus equinus",9598,0.00733909701503372,0.134856291072884,0.00192095218389571,0.000994467224088907
"693","Bovine respirovirus 3","Hippotragus niger",9599,0.015631436208254,0.206830301489515,0.00256585371822016,0.00133623478743528
"694","Bovine respirovirus 3","Kobus ellipsiprymnus",9604,0.0138183063683838,0.118442255580033,0.00181064989642292,0.00125144908236255
"695","Bovine respirovirus 3","Kobus kob",9605,0.00373904229902228,0.100949226188293,0.00170820180462937,0.000915873234362599
"696","Bovine respirovirus 3","Kobus leche",9606,0.00665660155934737,0.0996727748872766,0.00170399455834822,0.000975422715149946
"697","Bovine respirovirus 3","Nanger granti",9642,0.00894818343454981,0.139843101377382,0.00195592553242635,0.00103994228135076
"698","Bovine respirovirus 3","Odocoileus hemionus",9645,0.0187671981911544,0.188535425805801,0.00237694079288342,0.00153653496599282
"699","Bovine respirovirus 3","Odocoileus virginianus",9646,0.0237064847653438,0.236730687209234,0.00291375588085141,0.00190480738738473
"700","Bovine respirovirus 3","Oryx gazella",9652,0.00941254738029811,0.0991032095208735,0.00170029928311516,0.0010575777066406
"701","Bovine respirovirus 3","Ourebia ourebi",9655,0.00342572902266865,0.0695118066276951,0.00156868044776125,0.000913038772657426
"702","Bovine respirovirus 3","Ovis canadensis",9658,0.0109325519832875,0.16375836793609,0.00214633166052086,0.00111579131118329
"703","Bovine respirovirus 3","Ozotoceros bezoarticus",9661,0.00089361469874705,0.0382566035106356,0.00148246872652931,0.00089361469874705
"704","Bovine respirovirus 3","Panthera leo",9665,0.0169819436446397,0.271183268172037,0.00337003076186188,0.00140610570403259
"705","Bovine respirovirus 3","Phacochoerus aethiopicus",9674,0.0101918403297887,0.220915115738602,0.00272390251471716,0.00108459591374394
"706","Bovine respirovirus 3","Potamochoerus porcus",9679,0.0032979128395334,0.124334323980579,0.00184832124319351,0.000912635183515188
"707","Bovine respirovirus 3","Redunca arundinum",9688,0.00940020378187627,0.10189898073992,0.00171483716659092,0.00105812130025119
"708","Bovine respirovirus 3","Rupicapra rupicapra",9695,0.0079959157652467,0.129612004314433,0.00188358773162414,0.00101973350183063
"709","Bovine respirovirus 3","Sus scrofa",9708,0.0638155143021769,0.362261393921039,0.00489422067324652,0.0080927305745819
"710","Bovine respirovirus 3","Syncerus caffer",9713,0.0158864316713229,0.145591799786907,0.00199944596942953,0.00136839025477497
"711","Bovine respirovirus 3","Tragelaphus strepsiceros",9723,0.0174143150082199,0.183141851375936,0.00232330406438194,0.00145089762578599
"712","Bovine respirovirus 3","Vicugna vicugna",9733,0.0039039649824693,0.140590144066918,0.00196060539094162,0.000918040641592349
"713","Bovine rhinitis A virus","Bos taurus",9738,0.0110720940615671,0.0520070199641101,0.00366904996473064,0.0110720940615671
"714","Bovine rhinitis B virus","Bos taurus",9756,0.0110720940615671,0.0520070199641101,0.00366904996473061,0.0110720940615671
"715","Bovine torovirus","Bos taurus",9786,0.0401477985183367,0.220434385925378,0.00415079105622027,0.011221816063217
"716","Bovine torovirus","Homo sapiens",9809,0.0744686025742456,0.244575593833714,0.00499651601356654,0.0380275067697958
"717","Bovine torovirus","Sus scrofa",9870,0.0310519621644457,0.214330772261026,0.00395378468902988,0.00679123883483925
"718","Brazilian mammarenavirus","Homo sapiens",9882,0.0380865773315622,0.0208364622609254,0.00448551678432381,0.0380865773315622
"719","Bubaline alphaherpesvirus 1","Bubalus bubalis",9892,0.00131465977794817,0.0756453613473891,0.00293068793972232,0.00131465977794817
"720","Bujaru phlebovirus","Homo sapiens",9940,0.0398344772562867,0.0892263065192737,0.00455197154505188,0.0381396353223239
"721","Bujaru phlebovirus","Proechimys guyannensis",9955,0.00182812331775664,0.0563049535186438,0.00185281638962835,0.000139173423324297
"722","Bukalasa bat virus","Chaerephon pumilus",9968,3.00004211298278e-05,0.0512756019396899,0.000877001527027028,1.18611787120769e-05
"723","Bukalasa bat virus","Mops condylurus",9984,4.64305619226265e-05,0.0607595418948645,0.00117781515243553,2.8291503064064e-05
"724","Bundibugyo ebolavirus","Homo sapiens",10015,0.0380865773315622,0.0291789496658434,0.00448936382910758,0.0380865773315622
"725","Bunyamwera orthobunyavirus","Alces alces",10027,0.0192496190957601,0.323956225901269,0.00465652280400047,0.00230536578850798
"726","Bunyamwera orthobunyavirus","Alouatta seniculus",10032,0.00590257532552134,0.270541883909457,0.00433250101086741,0.00203614288268191
"727","Bunyamwera orthobunyavirus","Arvicanthis niloticus",10043,0.00861842429424339,0.370608635412033,0.00499730135239101,0.00208023442384657
"728","Bunyamwera orthobunyavirus","Bison bison",10058,0.0265749256000478,0.338457173467156,0.00475907280993643,0.00258097794604417
"729","Bunyamwera orthobunyavirus","Bos taurus",10064,0.123686908085617,0.58330573228661,0.00716877695641893,0.0139124408931976
"730","Bunyamwera orthobunyavirus","Canis lupus familiaris",10077,0.0562678371855276,0.656736447715794,0.00814294603076116,0.00446598311584373
"731","Bunyamwera orthobunyavirus","Capra hircus",10080,0.0775772847151446,0.454090397629221,0.00573577100436728,0.00673639221154818
"732","Bunyamwera orthobunyavirus","Capreolus capreolus",10082,0.0327757431768123,0.355678924655262,0.00488724568921711,0.0028930378448618
"733","Bunyamwera orthobunyavirus","Cervus elaphus",10103,0.053192990600158,0.456684528791241,0.00576840210435653,0.00427017527082561
"734","Bunyamwera orthobunyavirus","Colobus guereza",10114,0.010143770648045,0.329723234367302,0.00469780849237394,0.00209931416220673
"735","Bunyamwera orthobunyavirus","Cynopterus sphinx",10121,0.00860722928264538,0.42041874237783,0.00541912539120909,0.00206747365506299
"736","Bunyamwera orthobunyavirus","Dama dama",10123,0.0304363743428865,0.337199538439767,0.00475030477969679,0.00275797096477105
"737","Bunyamwera orthobunyavirus","Dasymys incomtus",10124,0.00489920885267841,0.250863938197445,0.00420384857272821,0.00202092123155274
"738","Bunyamwera orthobunyavirus","Eidolon helvum",10137,0.0120133832168956,0.439754698140535,0.00559725276429057,0.00213047982205704
"739","Bunyamwera orthobunyavirus","Equus caballus",10145,0.0883997561659401,0.549950999506004,0.00679518895201381,0.00806321646989783
"740","Bunyamwera orthobunyavirus","Gerbilliscus validus",10157,0.00200352634751883,0.108043062962608,0.00366003205130158,0.00200352634751883
"741","Bunyamwera orthobunyavirus","Homo sapiens",10177,0.229262651022309,0.647187349023224,0.00803767368534269,0.0378763879254413
"742","Bunyamwera orthobunyavirus","Lemniscomys striatus",10188,0.00291478204458464,0.158401812522828,0.00380293365026024,0.0020173177705147
"743","Bunyamwera orthobunyavirus","Lepus americanus",10192,0.0090209391306846,0.282329949312482,0.00438726094548281,0.00206820116404669
"744","Bunyamwera orthobunyavirus","Lepus californicus",10193,0.0167656276032937,0.377793804045511,0.00506041008592711,0.00222975975167633
"745","Bunyamwera orthobunyavirus","Lophuromys flavopunctatus",10201,0.00205911758346071,0.113897996431253,0.00367398312833203,0.00200657148577625
"746","Bunyamwera orthobunyavirus","Lophuromys sikapusi",10202,0.00539640623611659,0.264210444837145,0.00427706021501717,0.00202691637766811
"747","Bunyamwera orthobunyavirus","Macaca sinica",10211,0.0113180966284045,0.410620365155811,0.00533402822107137,0.00210248439256148
"748","Bunyamwera orthobunyavirus","Mops condylurus",10248,0.00624255272604367,0.312433588762735,0.00457646399146511,0.00204162752853979
"749","Bunyamwera orthobunyavirus","Myodes rutilus",10261,0.0100811745256078,0.302741781334018,0.0045124722475251,0.00208957158533117
"750","Bunyamwera orthobunyavirus","Odocoileus hemionus",10282,0.0281074638777269,0.295170087227861,0.00447012609507602,0.0026613714791201
"751","Bunyamwera orthobunyavirus","Odocoileus virginianus",10283,0.035511948843751,0.370624339136328,0.00500143994008456,0.00301952387929705
"752","Bunyamwera orthobunyavirus","Otomys tropicalis",10294,0.00207555552601268,0.116446909787225,0.00368028582257171,0.00200953808886405
"753","Bunyamwera orthobunyavirus","Ovis aries",10298,0.0845180830011577,0.436472744061986,0.00557256836721282,0.00763323832607105
"754","Bunyamwera orthobunyavirus","Ovis dalli",10300,0.00874188295478673,0.239451628173349,0.004148480322204,0.00206576510454319
"755","Bunyamwera orthobunyavirus","Pan troglodytes",10304,0.0358424520339768,0.522074030209189,0.00647174508990811,0.00306186238354857
"756","Bunyamwera orthobunyavirus","Peromyscus gossypinus",10321,0.00863773726808705,0.290495564700489,0.00443410681404682,0.00206598052961472
"757","Bunyamwera orthobunyavirus","Procyon lotor",10337,0.037800946298259,0.531515975653326,0.00654914551123464,0.00312054140966419
"758","Bunyamwera orthobunyavirus","Rangifer tarandus",10357,0.0198190403584545,0.282852019077634,0.00438890676825143,0.00232031936050387
"759","Bunyamwera orthobunyavirus","Rattus rattus",10362,0.0296276136956715,0.567302093331498,0.00697175760570268,0.00272091581862001
"760","Bunyamwera orthobunyavirus","Sigmodon hispidus",10391,0.0247586552985693,0.482797403385851,0.0060220652470378,0.00250394942092586
"761","Bunyamwera orthobunyavirus","Sus scrofa",10401,0.0956554388545024,0.567154564114124,0.00698186053931749,0.00915172603994137
"762","Bunyamwera orthobunyavirus","Sylvilagus aquaticus",10402,0.00200352634751883,0.108043062962608,0.00366003205130161,0.00200352634751883
"763","Bunyamwera orthobunyavirus","Sylvilagus audubonii",10403,0.0128795357128836,0.38183373939957,0.00509398492993696,0.00214007476849819
"764","Bunyamwera orthobunyavirus","Sylvilagus palustris",10407,0.00200352634751883,0.108043062962608,0.00366003205130171,0.00200352634751883
"765","Bunyamwera orthobunyavirus","Tamias striatus",10412,0.0119068373610926,0.311988898970481,0.00457510730660499,0.00210869906554717
"766","Bunyamwera orthobunyavirus","Urocyon cinereoargenteus",10431,0.0213207042156648,0.34618894631436,0.00481494278973088,0.00236400118663131
"767","Bunyamwera orthobunyavirus","Ursus arctos",10434,0.022201431544672,0.386022110192,0.00512649247667812,0.00239757478240266
"768","Bunyamwera orthobunyavirus","Vulpes lagopus",10442,0.0135017745935167,0.235274771289831,0.00412503651051765,0.0021462082390605
"769","Bunyamwera orthobunyavirus","Vulpes macrotis",10443,0.0150602305788425,0.386550748068844,0.00513199804122949,0.00218233875124225
"770","Bunyamwera orthobunyavirus","Vulpes velox",10444,0.0164857363945876,0.302071414371222,0.00450918178097398,0.0022175121282732
"771","Bushbush orthobunyavirus","Mus musculus",10493,0.00198994807116301,0.157184319798832,0.00318318150720923,0.00198994807116301
"772","Bwamba orthobunyavirus","Cercopithecus ascanius",10541,0.00236321895621671,0.0637157228278477,0.00141660538339711,0.000181325781237221
"773","Bwamba orthobunyavirus","Equus asinus",10544,0.00500973350695967,0.0741185327524245,0.00187542527518426,0.000554984352279517
"774","Bwamba orthobunyavirus","Homo sapiens",10550,0.0444092572467755,0.118370000098971,0.00460368493425779,0.0381825203816436
"775","Cabassou virus","Didelphis marsupialis",10613,0.00100682827522925,0.148700943091994,0.00203566637587591,0.000138078937122113
"776","Cabassou virus","Equus caballus",10618,0.00671066886674527,0.22134056234721,0.00382072685112383,0.00567383071647655
"777","Cabassou virus","Metachirus nudicaudatus",10652,0.000245971265620484,0.054983802831952,0.00077175338715068,1.88816407175137e-05
"778","Cacipacore virus","Bubalus bubalis",10712,0.0111025695221682,0.197071037193897,0.00337453637845989,0.00143883209054719
"779","Cacipacore virus","Equus caballus",10730,0.0230474122590465,0.209880107467407,0.00376303947136949,0.00575811335560154
"780","Cacipacore virus","Homo sapiens",10748,0.0598157830833792,0.246988823525281,0.00501045098705435,0.0381161916280425
"781","Cali mammarenavirus","Handleyomys fuscatus",10829,5.59220488264993e-05,7.19809445360036e-06,7.19809445360036e-06,5.59220488264993e-05
"782","Cali mammarenavirus","Homo sapiens",10830,0.0383108145619575,0.0291853748891664,0.00448987644180669,0.0382531482992689
"783","Cali mammarenavirus","Neotoma stephensi",10832,5.59220488264993e-05,7.19809445360036e-06,7.19809445360036e-06,5.59220488264993e-05
"784","Cali mammarenavirus","Nephelomys albigularis",10833,0.000113714714714707,2.74474769068233e-05,7.20129350237941e-06,5.6174528105415e-05
"785","California encephalitis orthobunyavirus","Alces alces",10842,0.0210674780619793,0.316551819630258,0.00450188867009244,0.00271348759749182
"786","California encephalitis orthobunyavirus","Apodemus agrarius",10853,0.0112257281499164,0.301959091331475,0.0044175511772081,0.00250700158080353
"787","California encephalitis orthobunyavirus","Apodemus sylvaticus",10859,0.0230015983053371,0.36259503105993,0.00485393312574922,0.00279990060762355
"788","California encephalitis orthobunyavirus","Bison bison",10880,0.0290846970318133,0.330721330728784,0.00460261284995711,0.00299720415621381
"789","California encephalitis orthobunyavirus","Bos taurus",10887,0.135364063229671,0.569973583444452,0.00702006427126811,0.0145952888398412
"790","California encephalitis orthobunyavirus","Callospermophilus lateralis",10896,0.00717970671128436,0.262458194611362,0.00414952438564875,0.00243687280378113
"791","California encephalitis orthobunyavirus","Canis latrans",10900,0.0267953052058604,0.333311426130133,0.00462153433103679,0.00289901799832259
"792","California encephalitis orthobunyavirus","Capra hircus",10905,0.0849020424770529,0.443711619513575,0.00558312934520383,0.00726153807412476
"793","California encephalitis orthobunyavirus","Capreolus capreolus",10907,0.0358710127825408,0.347549458234738,0.0047327587992082,0.00332303556236913
"794","California encephalitis orthobunyavirus","Cervus elaphus",10922,0.0582161860171817,0.446246458711099,0.00561612622113478,0.00474282976304546
"795","California encephalitis orthobunyavirus","Dama dama",10948,0.0333110547885193,0.329492440451268,0.00459564771479903,0.00318285534547195
"796","California encephalitis orthobunyavirus","Dicrostonyx groenlandicus",10956,0.00239972777389696,0.141654163073291,0.00360040617333407,0.00239972777389696
"797","California encephalitis orthobunyavirus","Didelphis virginiana",10957,0.0146779215524555,0.36821793720821,0.00489581497676439,0.00254199750356432
"798","California encephalitis orthobunyavirus","Equus caballus",10976,0.096744689158423,0.537381212899303,0.00664294425400669,0.00861583324932776
"799","California encephalitis orthobunyavirus","Erethizon dorsatum",10977,0.00878798425497139,0.237673481729729,0.00402381322113743,0.00245258700380407
"800","California encephalitis orthobunyavirus","Glaucomys volans",11002,0.00684124324006067,0.159766069993896,0.00367066127009866,0.00242468543685895
"801","California encephalitis orthobunyavirus","Homo sapiens",11019,0.250890052179125,0.632395109570826,0.00788984389217506,0.0380128245831673
"802","California encephalitis orthobunyavirus","Lasiopodomys gregalis",11030,0.00500512451797727,0.20099399916415,0.00382878390116259,0.00241907269431137
"803","California encephalitis orthobunyavirus","Lepus americanus",11053,0.00987257281758449,0.275876961284955,0.00423133518482111,0.00246742070237022
"804","California encephalitis orthobunyavirus","Lepus europaeus",11056,0.0113014907475565,0.39602822452662,0.0051299877623398,0.0024916497220901
"805","California encephalitis orthobunyavirus","Lepus timidus",11058,0.00395752666878022,0.17981856960063,0.00373817364732226,0.00241437932200587
"806","California encephalitis orthobunyavirus","Macaca sinica",11076,0.0123864249229645,0.401235146525406,0.00517815126582605,0.00250206444812193
"807","California encephalitis orthobunyavirus","Marmota monax",11084,0.0133552948642447,0.335617148682672,0.00463992153974507,0.0025232329721745
"808","California encephalitis orthobunyavirus","Mephitis mephitis",11095,0.0287775417856265,0.414706246686127,0.00530427150727075,0.00296314593577193
"809","California encephalitis orthobunyavirus","Microtus agrestis",11102,0.0133023368257573,0.334032892724022,0.00462835951793511,0.00253587740091278
"810","California encephalitis orthobunyavirus","Microtus arvalis",11103,0.0142202162531237,0.311582017682852,0.00446425121922533,0.00254422088638742
"811","California encephalitis orthobunyavirus","Microtus gregalis",11105,0.00500512451797727,0.20099399916415,0.00382878390116248,0.00241907269431137
"812","California encephalitis orthobunyavirus","Microtus oeconomus",11112,0.00827635021038675,0.316057587320957,0.0044956591809267,0.00244984646155661
"813","California encephalitis orthobunyavirus","Myodes glareolus",11134,0.0241566337868067,0.432632571960783,0.00547818444190873,0.0028188461211456
"814","California encephalitis orthobunyavirus","Myodes rutilus",11137,0.011032775025797,0.295822256518681,0.00435774563769875,0.00249142493041052
"815","California encephalitis orthobunyavirus","Myotis keenii",11144,0.00850607258634291,0.174334713533477,0.00372587742798103,0.00244266790913877
"816","California encephalitis orthobunyavirus","Myotis septentrionalis",11149,0.011614315633788,0.243030985909259,0.00403679647030047,0.00248370347097628
"817","California encephalitis orthobunyavirus","Neotamias amoenus",11157,0.00487998354658887,0.240910491252654,0.00402802979411335,0.00241866901778223
"818","California encephalitis orthobunyavirus","Odocoileus hemionus",11172,0.0307618924759304,0.288423622520154,0.00431338487283667,0.00308175046067052
"819","California encephalitis orthobunyavirus","Odocoileus virginianus",11173,0.0388654949150159,0.362153277426507,0.00484841339364955,0.00344873501903652
"820","California encephalitis orthobunyavirus","Oryctolagus cuniculus",11178,0.0272484670937551,0.540246881931726,0.00664627069718771,0.00292775735246032
"821","California encephalitis orthobunyavirus","Ovis aries",11189,0.0924981448745135,0.42649663844998,0.00541823366297411,0.00818582649869357
"822","California encephalitis orthobunyavirus","Ovis dalli",11191,0.0095673450417349,0.233978675362153,0.00399069780007494,0.00246463494084588
"823","California encephalitis orthobunyavirus","Procyon lotor",11222,0.0413703714374729,0.51936754352389,0.00639950569901104,0.0035539639143975
"824","California encephalitis orthobunyavirus","Rattus norvegicus",11236,0.0364075881392177,0.423279062626015,0.00538407529712825,0.00333268239664632
"825","California encephalitis orthobunyavirus","Sciurus carolinensis",11260,0.0266964217012696,0.433219989792477,0.00548333249183997,0.00289377330415378
"826","California encephalitis orthobunyavirus","Sciurus niger",11262,0.011614315633788,0.243030985909259,0.00403679647029989,0.00248370347097629
"827","California encephalitis orthobunyavirus","Sciurus vulgaris",11263,0.0107158072707412,0.343597177687935,0.00469970399787306,0.00248389583998111
"828","California encephalitis orthobunyavirus","Sorex araneus",11266,0.00780216125972558,0.281279566730292,0.00426341588578721,0.00244538388127463
"829","California encephalitis orthobunyavirus","Sorex arcticus",11267,0.00239972777389696,0.141654163073291,0.00360040617333413,0.00239972777389696
"830","California encephalitis orthobunyavirus","Sorex minutus",11268,0.00239972777389696,0.141654163073291,0.00360040617333401,0.00239972777389696
"831","California encephalitis orthobunyavirus","Sus scrofa",11276,0.104685816193353,0.554191569501269,0.00683124697106119,0.00973743289867868
"832","California encephalitis orthobunyavirus","Sylvilagus floridanus",11280,0.00486154488237116,0.20559496398239,0.00384854509263968,0.00242549055303497
"833","California encephalitis orthobunyavirus","Tamias striatus",11287,0.0130313124329972,0.304858020242666,0.00441969580703055,0.00250883096991204
"834","California encephalitis orthobunyavirus","Urocitellus parryii",11299,0.00241833061841675,0.141915695983998,0.00360134695597905,0.00240324635125304
"835","California encephalitis orthobunyavirus","Urocyon cinereoargenteus",11302,0.0233342535080011,0.338276384677635,0.00465989692479241,0.00277512464463193
"836","California encephalitis orthobunyavirus","Ursus americanus",11304,0.0326314160010928,0.338294708258643,0.0046593667342405,0.00313233134056153
"837","California encephalitis orthobunyavirus","Ursus arctos",11305,0.0242981840829491,0.377199114043361,0.0049709625532206,0.00281073484425652
"838","California encephalitis orthobunyavirus","Vulpes lagopus",11315,0.014777176757184,0.2298972855289,0.00396766939256343,0.00254875400240984
"839","California encephalitis orthobunyavirus","Vulpes macrotis",11316,0.0164823283145007,0.37771566927046,0.00497779925941738,0.00258523848612502
"840","California encephalitis orthobunyavirus","Vulpes velox",11317,0.0180428456314512,0.295167211593082,0.00435343949661848,0.0026227958146088
"841","California encephalitis orthobunyavirus","Vulpes vulpes",11318,0.0301734578027768,0.428947467050237,0.00543686285544687,0.00302617289785866
"842","Callitrichine gammaherpesvirus 3","Callithrix jacchus",11324,0.000181090960239845,0.0414766172759069,0.00161215887933901,0.000181090960239845
"843","Camelpox virus","Camelus bactrianus",11357,0.00266163305737427,0.071475750034066,0.00130400517235846,0.000204074804810202
"844","Camelpox virus","Camelus dromedarius",11358,0.00773414730302542,0.106586862635589,0.00269308371504813,0.00112580291910805
"845","Camelpox virus","Homo sapiens",11377,0.0465810156809227,0.142108244904799,0.00465756528331895,0.0381718756141956
"846","Candiru phlebovirus","Didelphis marsupialis",11422,0.00233298752533505,0.0561206904843956,0.00154269136229099,0.000187225948265422
"847","Candiru phlebovirus","Homo sapiens",11428,0.0403473640555564,0.0983051602334302,0.00456726072116666,0.0381936082310258
"848","Candiru phlebovirus","Myoprocta acouchy",11435,6.20230497916038e-05,8.1665686938082e-05,8.1665686938082e-05,6.20230497916038e-05
"849","Canid alphaherpesvirus 1","Canis latrans",11472,0.00375192291884459,0.20627394396661,0.00253769547207069,0.000483760723214346
"850","Canid alphaherpesvirus 1","Canis lupus",11473,0.00454462374408099,0.294398385759515,0.00383016564026983,0.000689052532743685
"851","Canid alphaherpesvirus 1","Canis lupus familiaris",11474,0.00862133974829067,0.39714013001493,0.00591416524623317,0.00236282532490109
"852","Canid alphaherpesvirus 1","Leptonychotes weddellii",11531,0.000156745940768749,0.0392048602267001,0.00133802721129975,4.7804428609868e-05
"853","Canid alphaherpesvirus 1","Lontra canadensis",11537,0.00132025166882651,0.0861150587449857,0.00151257751203165,0.000100354160771098
