"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz","z_score_G_trefle","z_score_G_clover","z_score_I_trefle","z_score_I_clover"
"2514","Alphacoronavirus 1","Lynx pardinus",3.92388705720611e+64,2559537.31796906,-2.42304427940811e+67,-28713797.8410454,2.60485024135972e+67,15704762.2739803,6.04800108827686e-07,0.00181465306436942,0.000755424735729093,-0.00778563685722489,0.223064285769761,0.0111803437459107,3.05817344601763,1.04425111226745,2.9191709992371,59.1797116516162
"2515","Alphacoronavirus 1","Lynx rufus",7.42615705041217e+64,3299682.44434724,-3.32267315586398e+67,-62913988.269783,3.57686663958481e+67,33218432.3917591,9.16598525196877e-06,0.00230831714285678,-0.00113595988307225,-0.0146278649842433,0.30630213959486,0.0236484632088629,4.46299339175513,2.48365235601104,4.3724039216099,56.947234009102
"2528","Alphacoronavirus 1","Martes pennanti",3.95931401627095e+64,2706067.90286597,-2.3325600685092e+67,-39394058.5795517,2.70269732249441e+67,21118278.5620208,1.28969568963799e-05,0.00191121102669807,-0.00457281890280115,-0.00967349872094658,0.231443343007451,0.0150342685566451,3.19958827344359,1.4891733944407,3.08185613428392,58.2128178266084
"2532","Alphacoronavirus 1","Melogale moschata",2.57145080071389e+64,2612458.800096,-3.53065059812336e+67,-34417895.8379936,1.18540392967196e+67,18576163.0061958,3.86096034134253e-06,0.00184820777956386,-0.00718578168272188,-0.0083607787864235,0.101511125945927,0.0132245165043623,1.00669932047439,1.28024378298936,0.966389818331238,58.8330673404158
"2565","Alphacoronavirus 1","Nyctereutes procyonoides",1.21899159188977e+65,3356447.73880813,-5.49293856969619e+67,-65855507.9550476,3.61010092052271e+67,34700523.2398466,6.69897386090801e-06,0.00234328664439979,-0.00575188130952142,-0.0142532371452209,0.309148130900914,0.0247035753369682,4.51102568918247,2.60546139978837,4.4015195096045,57.0458264312242
"2583","Alphacoronavirus 1","Panthera leo",1.01257535008253e+65,6073771.50161594,-6.67105887983859e+67,-125440093.710415,2.48290011897427e+67,65878856.0584978,1.84215355633621e-06,0.0041486321411228,-0.00769013596942614,-0.0245677543927236,0.212621183699046,0.0468996756188849,2.88192336975859,5.16792436358833,2.799711127609,65.0341031579764
"2586","Alphacoronavirus 1","Panthera tigris",4.61773558963395e+64,3830134.26336496,-5.99549810338978e+67,-79036700.2003784,1.25455048855421e+67,41541719.8875323,2.10948205336958e-06,0.00265848432125258,-0.00638413886898093,-0.0162406730695466,0.107432436709057,0.0295738770212682,1.10663432699719,3.16772087465292,1.07748906901205,57.7483213627358
"2611","Alphacoronavirus 1","Procyon lotor",9.29236843942559e+64,8774828.48017912,-8.34235147678328e+67,-163806651.612816,1.82732750939705e+67,86497551.167909,1.61879133631082e-06,0.00594826282366467,-0.0116003732406966,-0.0319311523339305,0.15648174289602,0.0615782867875033,1.93444812191816,6.86251922493202,1.87420037172118,74.5865589901943
"2615","Alphacoronavirus 1","Puma concolor",2.97456426033242e+64,3988825.36330143,-4.37663916254926e+67,-82694014.5057487,1.10734593749887e+67,43472255.8963391,1.90554940715515e-07,0.00276607233735667,-0.00305085189853571,-0.0176293388307407,0.0948266916562899,0.0309482407853144,0.89388494354698,3.32638641496976,0.863147862425538,58.0551949900613
"2639","Alphacoronavirus 1","Sus scrofa",5.1012906474305e+64,38943720.2488558,-8.86441822251888e+67,-374481958.742992,9.51814056065868e+66,207049181.686061,-2.33974091304323e-06,0.0261091996286407,-0.012946375524109,-0.0568436450470262,0.081507842267018,0.147399940424121,0.669100372387348,16.7703321354308,0.632286669363092,150.79016106735
"2656","Alphacoronavirus 1","Urocyon littoralis",2.93424120081587e+64,2854223.62591298,-2.39220902181411e+67,-46228771.9913521,1.97308584372236e+67,24632350.5278673,7.02871030341945e-06,0.00201103733564483,-0.00465504518058424,-0.0116375543516511,0.168963642325407,0.0175359640195001,2.14510734093091,1.77798547804328,2.04565777933202,57.447494943338
"2657","Alphacoronavirus 1","Ursus americanus",4.6901267307237e+64,6902900.63085137,-5.43969006760161e+67,-138550331.205708,1.36948966046309e+67,72897566.3618316,1.18000615995928e-05,0.0047037720551768,-0.00542523914725734,-0.0282626093565117,0.11727516159271,0.0518963506703913,1.27275173153788,5.74477320635824,1.28669869342864,67.9866771810435
"2733","Alphapapillomavirus 10","Pan paniscus",1.13291896387245e+63,77559.6362880918,-1.37310784696461e+67,-729973.077373505,1.38095080373946e+66,407450.879566545,-1.92346022075129e-07,5.52094598093051e-05,-0.00171625618170879,-0.000125565640191283,0.0118256627512883,0.00029006748485936,-0.506938066227956,-0.212993594237561,-0.479256034574145,11.3441962303542
"2734","Alphapapillomavirus 10","Pan troglodytes",6.5257952025206e+63,1506040.82918375,-2.58655313850772e+67,-2145033.53540802,4.20609308427716e+66,1835796.35125293,-4.96439369550294e-07,0.00107214520596268,-0.00472362917415126,-0.000375526652032221,0.0360185447450393,0.00130691785691669,-0.0986305281562943,-0.0956017377840218,-0.114368794948329,50.3202736897698
"2823","Alphapapillomavirus 12","Macaca fascicularis",4.82491186350292e+61,1295702.83869835,-5.12337860085452e+67,-5710408.73521423,1.48002586240321e+64,3524292.74785867,2.04508044036975e-08,0.000922120366601397,-0.00955004801195969,-0.001070143649887,0.000126740841632958,0.00250897171793315,-0.704382835489338,0.0431712205386124,-0.685689795797973,46.1174863431898
"2826","Alphapapillomavirus 12","Macaca mulatta",6.72654257092419e+63,2802258.18810375,-4.94240036538557e+67,-7542155.33435822,2.23240036880152e+66,5199624.01685855,4.27524074725349e-07,0.0019945191783912,-0.00905028512303829,-0.00138351283903404,0.019116983614341,0.00370165322109252,-0.383881157520156,0.180862172581439,-0.377619226745642,67.9977514952945
"2863","Alphapapillomavirus 12","Papio hamadryas",1.16884605477346e+63,119716.191898237,-2.21982254049196e+67,-1859000.57664108,8.76778348689074e+65,999548.850478343,-1.72384284935143e-07,8.51883701640406e-05,-0.0022915965272432,-0.000351120387648507,0.00750822189403978,0.00071158668588655,-0.57980427735768,-0.164330661224832,-0.562176879855764,13.9085278983335
"2915","Alphapapillomavirus 14","Colobus guereza",5.90948734536501e+63,187936.621170076,-7.50131016434758e+66,-186243.882843018,1.31028666728078e+67,187936.621170076,-6.16727581836951e-07,0.000133793558314965,-0.00101452133992552,-3.25646152301573e-05,0.112205360196853,0.000133793558314965,1.18718779884936,-0.231034878242024,0.852126700896051,17.8224574767237
"3017","Andes orthohantavirus","Abrothrix longipilis",1.74062027093082e+62,35099.0623223844,-2.55769248566867e+66,-34929.6336708069,8.23407400424252e+65,35099.0623223844,3.98842613259093e-07,2.49872984434513e-05,-0.000458595006676887,-7.02568737054321e-06,0.00705118400884708,2.49872984434513e-05,-0.587517786387184,-0.243596184399822,-0.22296233510979,7.67484699271407
"3018","Andes orthohantavirus","Abrothrix olivaceus",9.88772997111609e+62,35099.0623223844,-2.55769248567786e+66,-34929.6336631775,6.17077265280578e+66,35099.0623223844,2.85273751142456e-07,2.49872984434513e-05,-0.000458595006705309,-7.02568736521414e-06,0.0528429225062542,2.49872984434513e-05,0.185317463862337,-0.243596184399822,0.0519906573213781,7.67484699271428
"3019","Andes orthohantavirus","Abrothrix sanborni",3.3515017382398e+62,35099.0623223844,-2.55769248567786e+66,-34929.6336708069,1.91422009087242e+66,35099.0623223844,3.31950016578542e-07,2.49872984434513e-05,-0.000458595006762152,-7.02568737054321e-06,0.016392272023811,2.49872984434513e-05,-0.429866595789644,-0.243596184399822,-0.168597450361327,7.67484699271407
"3023","Andes orthohantavirus","Akodon azarae",1.13607435634944e+63,35576.7113529784,-1.83217388927065e+67,-132158.275970459,8.23407400424252e+65,84144.3084326395,1.67181459705297e-06,2.53271966808238e-05,0.00138961876194799,-2.83086727073112e-05,0.00705118400884708,5.9902994781239e-05,-0.587517786387184,-0.239565288089908,-0.527967481063295,7.65115689096169
"3024","Andes orthohantavirus","Akodon cursor",1.74062027093175e+62,35099.0623223844,-2.55769248567786e+66,-34929.6336593628,8.23407400424252e+65,35099.0623223844,3.98842613255623e-07,2.49872984434513e-05,-0.000458595006676887,-7.02568736521414e-06,0.00705118400884708,2.49872984434513e-05,-0.587517786387184,-0.243596184399822,-0.222962335110068,7.67484699271428
"3025","Andes orthohantavirus","Akodon montensis",5.7914608324599e+63,56719.3991990193,-2.26932884712244e+67,-1245846.84383392,4.00340016934125e+66,652893.403614542,1.37831833058738e-06,4.03606275206196e-05,0.000459038543539236,-0.000203155804577193,0.0342828000337745,0.000464799947589283,-0.127924997908202,-0.192821336109687,-0.105742780465659,9.34861568625115
"3026","Andes orthohantavirus","Akodon paranaensis",1.74062027092801e+62,35099.0623223844,-2.55769248566867e+66,-34929.6336593628,8.23407400424252e+65,35099.0623223844,3.9884261325996e-07,2.49872984434513e-05,-0.000458595006733731,-7.0256873669905e-06,0.00705118400884708,2.49872984434513e-05,-0.587517786387184,-0.243596184399822,-0.222962335109784,7.67484699271428
"3027","Andes orthohantavirus","Akodon varius",8.63631448277532e+62,35099.0623223844,-2.55769248565947e+66,-34929.6336593628,5.37338527284929e+66,35099.0623223844,2.70916426722834e-07,2.49872984434513e-05,-0.000458595006648466,-7.02568736521414e-06,0.0460145588802912,2.49872984434513e-05,0.0700739661304348,-0.243596184399822,0.00975722166862057,7.67484699271428
"3041","Andes orthohantavirus","Bibimys chacoensis",5.60516995981409e+62,35099.0623223844,-2.5576924856748e+66,-34929.6336669922,3.64699687919054e+66,35099.0623223844,-3.57471218355443e-08,2.49872984434513e-05,-0.000458595006534779,-7.02568736343778e-06,0.0312307687077063,2.49872984434513e-05,-0.179434669107623,-0.243596184399822,-0.0925394562649906,7.67484699271431
"3046","Andes orthohantavirus","Calomys tener",1.41667650342831e+62,35099.0623223844,-2.55769248566254e+66,-34929.6336593628,9.0798042007548e+65,35099.0623223844,9.23719879839663e-09,2.49872984434513e-05,-0.000458595006705309,-7.02568736521414e-06,0.00777541835922744,2.49872984434513e-05,-0.575294755469779,-0.243596184399822,-0.233894961712731,7.67484699271428
"3083","Andes orthohantavirus","Graomys griseoflavus",4.14560231453288e+62,35099.0623223844,-2.55769248566867e+66,-34929.6336708069,2.67461807224837e+66,35099.0623223844,3.68186490323774e-09,2.49872984434513e-05,-0.000458595006790574,-7.02568737054321e-06,0.0229038798668728,2.49872984434513e-05,-0.319969041295084,-0.243596184399822,-0.141797721649847,7.67484699271407
"3100","Andes orthohantavirus","Loxodontomys micropus",4.14560231450295e+62,35099.0623223844,-2.55769248565947e+66,-34929.6336631775,2.67461807224837e+66,35099.0623223844,3.68186486854327e-09,2.49872984434513e-05,-0.000458595006648466,-7.0256873669905e-06,0.0229038798668728,2.49872984434513e-05,-0.319969041295084,-0.243596184399822,-0.141797721649274,7.67484699271428
"3145","Andes orthohantavirus","Neacomys spinosus",1.80565391328948e+63,35177.6825101412,-4.42206426182756e+66,-48140.5053138733,6.7650467387061e+66,41772.23228367,-5.607749261477e-08,2.50432615674616e-05,-0.000768752390825966,-1.00075276261435e-05,0.057931941537676,2.97379806085465e-05,0.271205735977102,-0.243047734584484,0.123323228294643,7.66668671463954
"3146","Andes orthohantavirus","Necromys benefactus",1.14519843430865e+63,35232.8714218097,-8.58535473554131e+66,-79780.4580497742,2.1580087790694e+66,57678.4327257796,-4.28132522718727e-07,2.50825177919855e-05,0.00318383252900389,-1.68266206301837e-05,0.0184799371320753,4.10617297702121e-05,-0.394632703403705,-0.241740446931717,-0.324726832220311,7.66675696467581
"3147","Andes orthohantavirus","Necromys lasiurus",5.02284836303713e+62,35305.7517549695,-9.51474509203454e+66,-83555.3160209656,8.74180338404248e+65,59615.0720810133,-2.65601824037814e-07,2.51343965679469e-05,0.00300964450025276,-1.77313194171802e-05,0.00748597403888843,4.24404385545688e-05,-0.580179758334546,-0.241581279773842,-0.490069522476012,7.65943984486641
"3148","Andes orthohantavirus","Necromys obscurus",8.65146701304746e+62,35426.1980860951,-1.64113951969703e+67,-125546.333621979,8.74180338404248e+65,80745.1618591291,-2.8333164609623e-07,2.52200611376634e-05,0.0017636765183795,-2.67434165941438e-05,0.00748597403888843,5.7483115608821e-05,-0.580179758334546,-0.23984465476592,-0.542189264679219,7.66383710479067
"3149","Andes orthohantavirus","Nectomys squamipes",8.73650558756574e+63,101427.496278742,-4.53055260930741e+67,-2149771.28959656,3.19810401535341e+66,1128331.68850721,-1.14131304831608e-06,7.21510132783705e-05,-0.00388990187806826,-0.0003192050669103,0.0273867102482571,0.000803268200870205,-0.244311521984708,-0.153746347600961,-0.249377988441089,12.2532142893282
"3158","Andes orthohantavirus","Oligoryzomys chacoensis",4.48765343294145e+62,35099.0623223844,-2.5576924856748e+66,-34929.6336631775,2.82526057784678e+66,35099.0623223844,9.68667361427034e-08,2.49872984434513e-05,-0.000458595006733731,-7.0256873669905e-06,0.0241938950233809,2.49872984434513e-05,-0.298197227884636,-0.243596184399822,-0.130253998534577,7.67484699271428
"3159","Andes orthohantavirus","Oligoryzomys flavescens",4.45527843683077e+63,40225.9199974891,-2.00376027816254e+67,-607938.143249512,3.67306012564964e+66,324625.597382259,-1.06585693293582e-06,2.86322972119556e-05,0.00108634644632843,-5.40019928561009e-05,0.0314539592529411,0.000231103515235535,-0.1756678428953,-0.21980078047481,-0.177893490964543,8.03719081740299
"3160","Andes orthohantavirus","Oligoryzomys fornesi",1.07309239109793e+63,35234.2944709901,-6.12834258847476e+66,-42470.6319122314,2.82526057784678e+66,38958.4500444638,2.06416646591351e-07,2.50835676622016e-05,-0.00105812077961787,-8.70329377633539e-06,0.0241938950233809,2.77348269083096e-05,-0.298197227884636,-0.243278991746889,-0.218654081066446,7.65966222788612
"3161","Andes orthohantavirus","Oligoryzomys fulvescens",1.67348925562464e+63,35424.9533581405,-9.61992129542333e+66,-125108.688018799,2.82526057784678e+66,80516.6988673067,2.38193522340141e-07,2.52191775517175e-05,-0.00170866078835274,-2.73698668173949e-05,0.0241938950233809,5.73204710085888e-05,-0.298197227884636,-0.239863431522155,-0.257124373210856,7.66357193322874
"3162","Andes orthohantavirus","Oligoryzomys longicaudatus",2.49935361978779e+62,35192.5958410336,-4.92671170886233e+66,-58898.6731948853,8.39201307067876e+65,47173.5611115791,-4.39108660110071e-09,2.50538696102161e-05,-0.000858050801156196,-1.21263848313902e-05,0.00718643387653756,3.35832290705861e-05,-0.585235150506288,-0.242603813956742,-0.373300683427333,7.66672586624013
"3163","Andes orthohantavirus","Oligoryzomys nigripes",5.5963374675102e+63,91973.4998111489,-3.57459300951339e+67,-2002979.70141983,2.62284084691809e+66,1049568.1412201,-1.36944732220118e-06,6.54275304542816e-05,-0.00218216723615683,-0.000286822382825846,0.0224604897017088,0.000747195812256202,-0.327452215345619,-0.160219710817483,-0.329955597901886,11.7234213993232
"3170","Andes orthohantavirus","Oxymycterus nasutus",1.33252338867575e+62,35099.0623223844,-2.55769248567173e+66,-34929.6336708069,8.28731647566275e+65,35099.0623223844,4.22572591553955e-08,2.49872984434513e-05,-0.000458595006790574,-7.02568737054321e-06,0.00709677777723881,2.49872984434513e-05,-0.586748292313338,-0.243596184399822,-0.236735005800498,7.67484699271407
"3171","Andes orthohantavirus","Oxymycterus quaestor",1.89738017401093e+62,35099.0623223844,-2.55769248566254e+66,-34929.6336631775,1.24569982711663e+66,35099.0623223844,-2.69159406169478e-08,2.49872984434513e-05,-0.000458595006676887,-7.02568736521414e-06,0.0106674517332036,2.49872984434513e-05,-0.526485397938325,-0.243596184399822,-0.217671918503065,7.67484699271428
"3186","Andes orthohantavirus","Phyllotis darwini",1.96534296819147e+62,35099.0623223844,-2.55769248567173e+66,-34929.6336708069,1.22010629894225e+66,35099.0623223844,6.52331079657037e-08,2.49872984434513e-05,-0.000458595006648466,-7.02568737054321e-06,0.0104482835832693,2.49872984434513e-05,-0.530184337475437,-0.243596184399822,-0.215378273969579,7.67484699271409
"3201","Andes orthohantavirus","Rattus norvegicus",1.78204106398069e+63,3611214.9870349,-5.8049804039842e+67,-12809429.8987274,5.13900624152068e+65,8223586.04784952,-3.38866901529629e-07,0.00256934495225785,-0.0062469581328628,-0.00186614212890923,0.00440074726227936,0.00585443556769805,-0.632249675009848,0.429393444391979,-0.621254860822164,73.2098649530632
"3202","Andes orthohantavirus","Rattus rattus",8.71381705114313e+62,2650270.89934449,-7.5791466652684e+67,-11395455.1573219,1.91094826145187e+65,7033659.09228509,-8.93109595872816e-08,0.001885440036037,-0.0100304020201349,-0.00148640501032382,0.00163642539718989,0.00500731721189988,-0.678903622872029,0.331596561826242,-0.666728125707614,62.6269744101995
"3221","Andes orthohantavirus","Sooretamys angouya",2.48332863896258e+61,45276.2319407979,-2.72820384412199e+67,-853033.976856232,1.51892834701479e+64,449879.937300626,-6.44620932097029e-09,3.22220851406191e-05,-0.000348763649327566,-3.54043037447127e-05,0.000130072225067893,0.000320273064670527,-0.704326611143308,-0.209506464580407,-0.678105988335037,8.42958380218674
"3232","Andes orthohantavirus","Thaptomys nigrita",7.8730794663947e+60,35099.0623223844,-2.55769248567173e+66,-34929.6336631775,5.19261033764807e+64,35099.0623223844,-1.43041931695721e-09,2.49872984434513e-05,-0.000458595006676887,-7.0256873669905e-06,0.000444665070512277,2.49872984434513e-05,-0.699017172183058,-0.243596184399822,-0.279048665281566,7.67484699271428
"3263","Anopheles A orthobunyavirus","Equus caballus",6.88399434666785e+63,25750928.2278406,-4.51681541878709e+67,-25684643.9764709,2.53263180457251e+66,25750928.2278406,-2.41439983294373e-07,0.0183322882792396,-0.00883639937970315,-0.00260059427189496,0.0216879917177062,0.0183322882792396,-0.340489800123443,1.86991835800149,-0.341304820879945,206.860423501907
"3352","Anopheles B orthobunyavirus","Akodon montensis",7.64259301244193e+63,626677.133319424,-2.89720872981406e+67,-4796251.69300842,4.31124306860992e+66,2715275.10280813,-7.14998284238877e-07,0.000445793765622605,8.79368158450688e-05,0.000227353784730155,0.0369189883015044,0.00193302569529528,-0.083433583376928,-0.0233197546062336,-0.0858793710981382,31.90176999879
"3373","Anopheles B orthobunyavirus","Bos taurus",8.92347764484233e+64,61147192.6107032,-9.97987848222636e+67,-223275587.146698,1.46121113774046e+67,142466443.15644,5.88990177047277e-06,0.042468143914124,-0.01542018588313,0.128408537193826,0.125129657599338,0.101422981065128,1.40531344651208,11.4624512892834,1.37023248606481,268.047683557721
"3411","Anopheles B orthobunyavirus","Didelphis marsupialis",2.53941127660978e+64,968362.409961486,-6.32054214873171e+67,-20859959.3908234,6.54065192585462e+66,10929419.9838743,1.57058224083129e-06,0.000681902797669252,-0.00744695415525598,0.00181331636948556,0.0560103543437409,0.00778074002212648,0.238774769854574,0.651778627319685,0.231215104788113,35.3637312214392
"3424","Anopheles B orthobunyavirus","Equus caballus",5.44880762347556e+64,27134050.8845201,-9.32888601521816e+67,-160910677.937229,9.36797422320583e+66,94166425.6435318,1.22616816419507e-05,0.0188949543257044,-0.0144609696803855,0.0242258009984209,0.0802219047386825,0.067037818825359,0.647397377827038,7.49280330497298,0.652484873856878,174.027432148915
"3431","Anopheles B orthobunyavirus","Euryzygomatomys spinosus",7.25837000423087e+62,606871.805426497,-4.14044301878637e+66,-605548.128902435,2.88028379312803e+66,606871.805426497,4.84545076250009e-08,0.000432036809981589,-0.000827731447344604,0.000164569489474076,0.0246650819662072,0.000432036809981589,-0.290244922712949,-0.196603726963543,-0.152385639930487,31.9294610976325
"3502","Anopheles B orthobunyavirus","Mus musculus",7.82959714346447e+63,8110783.81826697,-8.82572234168477e+67,-91539364.1396446,1.47137050908075e+66,49894497.2820411,-5.60110750499193e-07,0.00563367820600486,-0.0127594482350162,0.00916763679085975,0.0125999647311572,0.0355202849244559,-0.493870035093595,3.85421308842166,-0.489921172393827,93.2159004711651
"3514","Anopheles B orthobunyavirus","Nectomys squamipes",1.20793879618294e+64,677182.318205804,-5.7899005058871e+67,-8694854.57447815,3.44402337654761e+66,4692798.91441348,-8.75061640617097e-07,0.000480853182713089,-0.00599227808618252,0.00065463980008218,0.0294926212058523,0.00334084044560846,-0.208769691180261,0.139207586311749,-0.212893274630423,32.0087210377925
"3543","Anopheles B orthobunyavirus","Philander opossum",2.46836241816094e+64,757061.624744304,-5.50420213762754e+67,-13454760.2639847,7.28012724657125e+66,7115453.4299246,1.74066249960386e-06,0.000535822061022466,-0.00564911959355641,0.00136706632780204,0.0623427926406127,0.00506554724399619,0.345648448304884,0.338319017515868,0.337511067508544,32.9641144946009
"3564","Anopheles B orthobunyavirus","Rattus rattus",1.22181703603744e+63,3181448.73917307,-9.6912881698274e+67,-55296303.1341362,2.05789131692327e+65,29274188.7838904,8.75501245216348e-08,0.00221092508601164,-0.0145590323601255,0.00645278867507137,0.00176225891804691,0.0208405251717081,-0.676779908338089,2.15948562701512,-0.665323905174411,58.8796772932983
"3587","Anopheles B orthobunyavirus","Sooretamys angouya",3.43092634088171e+61,618454.049962802,-3.48415899557365e+67,-3121556.73330307,1.63572688984029e+64,1872176.48449333,-6.91761837883723e-09,0.000440126087490058,-0.00104959066715082,0.000544183972253975,0.000140074175706222,0.00133281715981945,-0.704157806457611,-0.0926117528932687,-0.679032231585902,31.8067734431575
"3609","Anopheles B orthobunyavirus","Trinomys iheringi",2.25497919492962e+62,607970.082702651,-6.02878015971053e+66,-632321.640026093,5.95894775955727e+65,620839.719728207,7.32270097354021e-08,0.000432818325774553,-0.00120521222689263,0.000164835541529129,0.00510289768225257,0.00044198067799959,-0.620399358482479,-0.195455741813476,-0.38220745241627,31.9005741964968
"3618","Aotine betaherpesvirus 1","Aotus trivirgatus",1.15724277553684e+63,155377.299590481,-1.4219795579571e+66,-154501.507854462,1.36210686216506e+67,155377.299590481,-1.18049602204628e-07,0.000110614321275724,-0.000270434408378151,-2.57201856914691e-05,0.116642941512191,0.000110614321275724,1.2620816416882,-0.233710840942129,0.179127629645759,16.1762134861644
"3622","Apoi virus","Apodemus argenteus",6.76435743922119e+58,17.0642718669244,-6.84754380720953e+62,-15.6221199035645,1.61041821163116e+66,17.0642718669244,1.23055489409385e-11,1.21481893146501e-08,-1.70140879163228e-07,-2.1128006011395e-09,0.0137906887107877,1.21481893146502e-08,-0.473773976394536,-0.246479479065494,-0.025450295780932,0.159744455277292
"3623","Apoi virus","Apodemus speciosus",1.45847218450274e+62,8873.74556661748,-1.11951002311171e+66,-8850.8929977417,2.14340287150821e+66,8873.74556661748,-3.20852557370022e-08,6.31728924116912e-06,7.9054603673967e-05,-6.67013546618023e-07,0.0183548606003645,6.31728924116912e-06,-0.39674364209826,-0.245751572351175,-0.195365446448711,3.83984752364059
"3645","Aquamavirus A","Phoca vitulina",7.55302423824342e+63,307285.297665069,-8.06561507154058e+66,-460802.402965546,1.56238806989247e+67,385051.78624646,-1.01238550898053e-06,0.000218758000550722,-0.00107028032820722,-9.42005427102544e-05,0.1337938639896,0.000274121394205687,1.55154078649855,-0.214834515219105,1.17853310085329,22.693655144212
"3649","Aquamavirus A","Pusa hispida",2.65462799581459e+63,20833.3091428008,-4.66513983822078e+66,-175707.296592712,9.50133867351043e+66,98606.2581306394,-6.18195716839409e-07,1.48310757919354e-05,-0.000203003650426581,-3.34946822206916e-05,0.0813639606381703,7.01985704823495e-05,0.66667205675039,-0.238376699504976,0.482699796437751,5.86779271516999
"3663","Araguari virus","Philander opossum",3.25027010316467e+61,147292.594843728,-3.05774804437593e+66,-146648.880832672,1.78266785601733e+65,147292.594843728,-6.31245174599442e-09,0.00010485875639827,-0.00036113528108217,-1.72674129466088e-05,0.00152657348876857,0.00010485875639827,-0.680757612913049,-0.234375300989025,-0.321150670751095,15.7399978870674
"3670","Aravan lyssavirus","Myotis blythii",1.68474950786247e+62,24676.9026485188,-1.54526559306325e+66,-71828.5059394836,1.78129992614192e+66,48297.3907208959,2.75371261453106e-08,1.7567635394139e-05,-0.000384024025294138,-8.23801049953943e-06,0.0152540207286221,3.43832922058818e-05,-0.449077063734947,-0.24251144943654,-0.191600027520511,6.39535259061101
"3671","Aravan lyssavirus","Pteropus giganteus",5.40708354465534e+61,5197.62499563069,-1.08007686221295e+66,-38593.1456260681,8.19587317721123e+65,21919.773007081,-6.23687799929801e-09,3.7002113968155e-06,1.08316538955933e-05,-2.6354842965759e-06,0.00701847103340515,1.56048587540566e-05,-0.58806988904569,-0.244679354592279,-0.245154100310035,2.91578973504431
"3672","Aravan lyssavirus","Pteropus lylei",2.01412136846655e+62,6736.40919935493,-1.25394071304227e+66,-43285.9604721069,2.61594047991484e+66,25039.0204219667,-6.22237134040304e-09,4.79568008678295e-06,-3.63040502691092e-05,-3.40923752162325e-06,0.0224013989558114,1.78254755146647e-05,-0.328449500290274,-0.244422992072126,-0.146776250182047,3.32461434557012
"3675","Argentinian mammarenavirus","Akodon azarae",1.17279302743647e+62,15557.5917463411,-1.13926378812117e+67,-94684.9919509888,1.67201935118984e+65,55343.3268748057,-1.07763731575436e-08,1.10754895117456e-05,0.000625233757006072,-2.14289987496841e-05,0.00143182051867862,3.93993495544841e-05,-0.682356775507749,-0.241932362974646,-0.633978951863125,5.04938141830248
"3689","Argentinian mammarenavirus","Calomys laucha",7.34535246064469e+59,15208.7215656838,-6.52217829477832e+64,-15323.6775588989,1.84375417574031e+65,15313.4746569212,8.31908561135797e-11,1.08272084308353e-05,-1.40697329413797e-05,-3.57850196941456e-06,0.00157888427448267,1.09017830147186e-05,-0.679874754552683,-0.245222308410515,-0.0357649397225907,5.04061700873532
"3690","Argentinian mammarenavirus","Calomys musculinus",6.38176509554095e+62,28334.5625653607,-1.20219139093875e+67,-650268.447872162,8.78756439925871e+65,340544.730726443,-1.53062933901278e-07,2.01672604628271e-05,0.000444817523288066,-0.000154443883490174,0.00752516112155917,0.000242436471431876,-0.579518391026028,-0.218492429901753,-0.54394399800485,6.72622736758064
"3703","Argentinian mammarenavirus","Galictis cuja",8.04442837478887e+60,15181.0675120007,-5.36280139533987e+64,-15089.3776664734,2.34739641622812e+66,15181.0675120007,3.8771465933618e-09,1.08075213271616e-05,-1.13372281589363e-05,-3.50966893947202e-06,0.0201017431516943,1.08075213271616e-05,-0.36726119705438,-0.245233190596133,-0.0293230951056406,5.04574195935367
"3728","Argentinian mammarenavirus","Mus musculus",7.17501524130785e+62,7329483.34824562,-4.27644240450426e+67,-8411755.75748444,2.7744383233828e+65,7886474.69629346,-3.07127661263243e-08,0.00521780288874962,-0.00627821554712682,-0.00144774838216222,0.00237586826755378,0.00561444334589347,-0.666423915079426,0.401687172922512,-0.646492510061345,109.446535759235
"3737","Argentinian mammarenavirus","Necromys obscurus",1.10065751911942e+62,15477.9663250486,-1.02087855315497e+67,-90320.2185020447,1.77511938985306e+65,53105.9934566879,-2.66861183355165e-08,1.10188114153805e-05,0.000881207568710352,-2.0327836136147e-05,0.00152010941959924,3.78065743024694e-05,-0.680866708148959,-0.242116243365395,-0.626017495446529,5.05584851926481
"3740","Argentinian mammarenavirus","Oligoryzomys flavescens",5.66596815115373e+62,20231.5421725815,-1.24558370508603e+67,-405779.585777283,7.45855284395755e+65,213405.944802044,-8.63626100095632e-08,1.44008575917514e-05,0.000415622413328265,-4.33036887859117e-05,0.00638707261015107,0.000151925370068208,-0.598726111640741,-0.22894162332363,-0.561688905685297,5.70744466186451
"3743","Argentinian mammarenavirus","Oxymycterus rufus",5.45959559796854e+59,15181.0675120007,-5.36280139595287e+64,-15089.3776702881,1.68283082100101e+65,15181.0675120007,1.471398176911e-11,1.08075213271616e-05,-1.13372281020929e-05,-3.50966894124838e-06,0.00144107883515785,1.08075213271616e-05,-0.682200521266965,-0.245233190596133,-0.0336948453233487,5.04574195935363
